Basin_Name,HUCs,Date_of_Data,Date_Report_Created,Basin_Export_Descriptor,All_Sites_Names,All_Sites_Count,Sites_Used_Names,Sites_Used_Count,Basin_Index_Percent_of_POR_Median,Site,Value_kac_ft,Normal_kac_ft,Site,Value_kac_ft,Normal_kac_ft,Site,Value_kac_ft,Normal_kac_ft,Site,Value_kac_ft,Normal_kac_ft,Site,Value_kac_ft,Normal_kac_ft,Site,Value_kac_ft,Normal_kac_ft,Site,Value_kac_ft,Normal_kac_ft,Site,Value_kac_ft,Normal_kac_ft,Site,Value_kac_ft,Normal_kac_ft,Site,Value_kac_ft,Normal_kac_ft,Site,Value_kac_ft,Normal_kac_ft,Site,Value_kac_ft,Normal_kac_ft,Site,Value_kac_ft,Normal_kac_ft,Site,Value_kac_ft,Normal_kac_ft,Site,Value_kac_ft,Normal_kac_ft
Provo-Utah Lake-Jordan,"160202	","October 1, 1986 - September 30, 1987","4-08-2023, 07:52 PM MDT","Basin Index percentages are calculated using only stations associated with the basin that have both a value and a normal for the selected date or date range.  Values are summed and divided by the sum of normals for the same set of stations, and multiplied by 100.  In the case where all stations have a normal=0, no basin index percentage will be calculated.",American Fk ab Upper Powerplant; Big Cottonwood Ck nr SLC; City Ck nr SLC; Dell Fk nr SLC; Emigration Ck nr SLC; Little Cottonwood Ck nr SLC; Mill Ck nr SLC; Parleys Ck nr SLC; Provo R at Hailstone; Provo R at Woodland; Provo R bl Deer Ck Dam; Salt Ck at Nephi; Spanish Fk at Castilla; Utah Lake Inflow; W Canyon Ck nr Cedar Fort,15,American Fk ab Upper Powerplant; Big Cottonwood Ck nr SLC; City Ck nr SLC; Dell Fk nr SLC; Emigration Ck nr SLC; Little Cottonwood Ck nr SLC; Mill Ck nr SLC; Parleys Ck nr SLC; Provo R at Hailstone; Provo R at Woodland; Provo R bl Deer Ck Dam; Spanish Fk at Castilla; Utah Lake Inflow; W Canyon Ck nr Cedar Fort,14,102,American Fk ab Upper Powerplant,28282.3,38169.93,Big Cottonwood Ck nr SLC,41426.74,49412.2,City Ck nr SLC,9445.28,11291.08,Dell Fk nr SLC,4286.2,7338.8,Emigration Ck nr SLC,2257.17,4171.72,Little Cottonwood Ck nr SLC,38021.13,46477.36,Mill Ck nr SLC,10559.99,10479.98,Parleys Ck nr SLC,12867.88,17933.35,Provo R at Hailstone,105422.66,134400,Provo R at Woodland,106338.27,135175.99,Provo R bl Deer Ck Dam,235321.75,206762.76,Salt Ck at Nephi,N/A,14356.46,Spanish Fk at Castilla,73690.99,87820.29,Utah Lake Inflow,635895.79,526988.93,W Canyon Ck nr Cedar Fort,2589.83,1626.3
Weber-Ogden,"160201	","October 1, 1986 - September 30, 1987","4-08-2023, 07:52 PM MDT","Basin Index percentages are calculated using only stations associated with the basin that have both a value and a normal for the selected date or date range.  Values are summed and divided by the sum of normals for the same set of stations, and multiplied by 100.  In the case where all stations have a normal=0, no basin index percentage will be calculated.",Chalk Ck at Coalville; East Canyon Ck nr Jeremy Ranch; East Canyon Ck nr Morgan; Echo Reservoir Inflow; Lost Ck Reservoir Inflow; Pineview Reservoir Inflow; Rockport Reservoir Inflow; SF Ogden R nr Huntsville; Weber R at Gateway; Weber R nr Coalville; Weber R nr Oakley,11,Chalk Ck at Coalville; East Canyon Ck nr Morgan; Echo Reservoir Inflow; Pineview Reservoir Inflow; Rockport Reservoir Inflow; SF Ogden R nr Huntsville; Weber R at Gateway; Weber R nr Coalville; Weber R nr Oakley,9,75,Chalk Ck at Coalville,36743.01,45267.19,East Canyon Ck nr Jeremy Ranch,N/A,17725.63,East Canyon Ck nr Morgan,35541.31,39174.62,Echo Reservoir Inflow,200957,200078.5,Lost Ck Reservoir Inflow,N/A,14485.28,Pineview Reservoir Inflow,87930,166186.5,Rockport Reservoir Inflow,109033.2,191443.69,SF Ogden R nr Huntsville,50033.31,76045.22,Weber R at Gateway,347102.81,429880.99,Weber R nr Coalville,133414.45,176436.16,Weber R nr Oakley,108525.62,153692.22,,,,,,,,,,,,
