Basin_Name,HUCs,Date_of_Data,Date_Report_Created,Basin_Export_Descriptor,All_Sites_Names,All_Sites_Count,Sites_Used_Names,Sites_Used_Count,Basin_Index_Percent_of_POR_Median,Site,Value_kac_ft,Normal_kac_ft,Site,Value_kac_ft,Normal_kac_ft,Site,Value_kac_ft,Normal_kac_ft,Site,Value_kac_ft,Normal_kac_ft,Site,Value_kac_ft,Normal_kac_ft,Site,Value_kac_ft,Normal_kac_ft,Site,Value_kac_ft,Normal_kac_ft,Site,Value_kac_ft,Normal_kac_ft,Site,Value_kac_ft,Normal_kac_ft,Site,Value_kac_ft,Normal_kac_ft,Site,Value_kac_ft,Normal_kac_ft,Site,Value_kac_ft,Normal_kac_ft,Site,Value_kac_ft,Normal_kac_ft,Site,Value_kac_ft,Normal_kac_ft,Site,Value_kac_ft,Normal_kac_ft
Provo-Utah Lake-Jordan,"160202	","October 1, 1983 - September 30, 1984","4-08-2023, 07:52 PM MDT","Basin Index percentages are calculated using only stations associated with the basin that have both a value and a normal for the selected date or date range.  Values are summed and divided by the sum of normals for the same set of stations, and multiplied by 100.  In the case where all stations have a normal=0, no basin index percentage will be calculated.",American Fk ab Upper Powerplant; Big Cottonwood Ck nr SLC; City Ck nr SLC; Dell Fk nr SLC; Emigration Ck nr SLC; Little Cottonwood Ck nr SLC; Mill Ck nr SLC; Parleys Ck nr SLC; Provo R at Hailstone; Provo R at Woodland; Provo R bl Deer Ck Dam; Salt Ck at Nephi; Spanish Fk at Castilla; Utah Lake Inflow; W Canyon Ck nr Cedar Fort,15,American Fk ab Upper Powerplant; Big Cottonwood Ck nr SLC; City Ck nr SLC; Dell Fk nr SLC; Emigration Ck nr SLC; Little Cottonwood Ck nr SLC; Mill Ck nr SLC; Parleys Ck nr SLC; Provo R at Hailstone; Provo R at Woodland; Provo R bl Deer Ck Dam; Spanish Fk at Castilla; Utah Lake Inflow,13,249,American Fk ab Upper Powerplant,70260.49,38169.93,Big Cottonwood Ck nr SLC,81905.39,49412.2,City Ck nr SLC,24343.14,11291.08,Dell Fk nr SLC,18751.7,7338.8,Emigration Ck nr SLC,14997.15,4171.72,Little Cottonwood Ck nr SLC,78809.21,46477.36,Mill Ck nr SLC,23644.96,10479.98,Parleys Ck nr SLC,50879.76,17933.35,Provo R at Hailstone,222140.85,134400,Provo R at Woodland,200808.59,135175.99,Provo R bl Deer Ck Dam,401924.65,206762.76,Salt Ck at Nephi,N/A,14356.46,Spanish Fk at Castilla,330468.08,87820.29,Utah Lake Inflow,1659594.64,526988.93,W Canyon Ck nr Cedar Fort,N/A,1626.3
Weber-Ogden,"160201	","October 1, 1983 - September 30, 1984","4-08-2023, 07:52 PM MDT","Basin Index percentages are calculated using only stations associated with the basin that have both a value and a normal for the selected date or date range.  Values are summed and divided by the sum of normals for the same set of stations, and multiplied by 100.  In the case where all stations have a normal=0, no basin index percentage will be calculated.",Chalk Ck at Coalville; East Canyon Ck nr Jeremy Ranch; East Canyon Ck nr Morgan; Echo Reservoir Inflow; Lost Ck Reservoir Inflow; Pineview Reservoir Inflow; Rockport Reservoir Inflow; SF Ogden R nr Huntsville; Weber R at Gateway; Weber R nr Coalville; Weber R nr Oakley,11,Chalk Ck at Coalville; East Canyon Ck nr Morgan; Pineview Reservoir Inflow; Rockport Reservoir Inflow; SF Ogden R nr Huntsville; Weber R at Gateway; Weber R nr Coalville; Weber R nr Oakley,8,213,Chalk Ck at Coalville,115205.94,45267.19,East Canyon Ck nr Jeremy Ranch,N/A,17725.63,East Canyon Ck nr Morgan,100332.07,39174.62,Echo Reservoir Inflow,N/A,200078.5,Lost Ck Reservoir Inflow,N/A,14485.28,Pineview Reservoir Inflow,408830,166186.5,Rockport Reservoir Inflow,287411.01,191443.69,SF Ogden R nr Huntsville,159838.09,76045.22,Weber R at Gateway,1093655.86,429880.99,Weber R nr Coalville,324052.64,176436.16,Weber R nr Oakley,235559.01,153692.22,,,,,,,,,,,,
