Basin_Name,HUCs,Date_of_Data,Date_Report_Created,Basin_Export_Descriptor,All_Sites_Names,All_Sites_Count,Sites_Used_Names,Sites_Used_Count,Basin_Index_Percent_of_POR_Median,Site,Value_kac_ft,Normal_kac_ft,Site,Value_kac_ft,Normal_kac_ft,Site,Value_kac_ft,Normal_kac_ft,Site,Value_kac_ft,Normal_kac_ft,Site,Value_kac_ft,Normal_kac_ft,Site,Value_kac_ft,Normal_kac_ft,Site,Value_kac_ft,Normal_kac_ft,Site,Value_kac_ft,Normal_kac_ft,Site,Value_kac_ft,Normal_kac_ft,Site,Value_kac_ft,Normal_kac_ft,Site,Value_kac_ft,Normal_kac_ft,Site,Value_kac_ft,Normal_kac_ft,Site,Value_kac_ft,Normal_kac_ft,Site,Value_kac_ft,Normal_kac_ft,Site,Value_kac_ft,Normal_kac_ft
Provo-Utah Lake-Jordan,"160202	","October 1, 1984 - September 30, 1985","4-08-2023, 07:52 PM MDT","Basin Index percentages are calculated using only stations associated with the basin that have both a value and a normal for the selected date or date range.  Values are summed and divided by the sum of normals for the same set of stations, and multiplied by 100.  In the case where all stations have a normal=0, no basin index percentage will be calculated.",American Fk ab Upper Powerplant; Big Cottonwood Ck nr SLC; City Ck nr SLC; Dell Fk nr SLC; Emigration Ck nr SLC; Little Cottonwood Ck nr SLC; Mill Ck nr SLC; Parleys Ck nr SLC; Provo R at Hailstone; Provo R at Woodland; Provo R bl Deer Ck Dam; Salt Ck at Nephi; Spanish Fk at Castilla; Utah Lake Inflow; W Canyon Ck nr Cedar Fort,15,American Fk ab Upper Powerplant; Big Cottonwood Ck nr SLC; City Ck nr SLC; Dell Fk nr SLC; Emigration Ck nr SLC; Little Cottonwood Ck nr SLC; Mill Ck nr SLC; Parleys Ck nr SLC; Provo R at Hailstone; Provo R at Woodland; Spanish Fk at Castilla; Utah Lake Inflow,12,181,American Fk ab Upper Powerplant,48698.19,38169.93,Big Cottonwood Ck nr SLC,68409.88,49412.2,City Ck nr SLC,16046.26,11291.08,Dell Fk nr SLC,10347.8,7338.8,Emigration Ck nr SLC,7721.46,4171.72,Little Cottonwood Ck nr SLC,54914.35,46477.36,Mill Ck nr SLC,18345.12,10479.98,Parleys Ck nr SLC,30204.71,17933.35,Provo R at Hailstone,163714.27,134400,Provo R at Woodland,154822.57,135175.99,Provo R bl Deer Ck Dam,N/A,206762.76,Salt Ck at Nephi,N/A,14356.46,Spanish Fk at Castilla,194804.62,87820.29,Utah Lake Inflow,1171528.25,526988.93,W Canyon Ck nr Cedar Fort,N/A,1626.3
Weber-Ogden,"160201	","October 1, 1984 - September 30, 1985","4-08-2023, 07:52 PM MDT","Basin Index percentages are calculated using only stations associated with the basin that have both a value and a normal for the selected date or date range.  Values are summed and divided by the sum of normals for the same set of stations, and multiplied by 100.  In the case where all stations have a normal=0, no basin index percentage will be calculated.",Chalk Ck at Coalville; East Canyon Ck nr Jeremy Ranch; East Canyon Ck nr Morgan; Echo Reservoir Inflow; Lost Ck Reservoir Inflow; Pineview Reservoir Inflow; Rockport Reservoir Inflow; SF Ogden R nr Huntsville; Weber R at Gateway; Weber R nr Coalville; Weber R nr Oakley,11,Chalk Ck at Coalville; East Canyon Ck nr Morgan; Pineview Reservoir Inflow; Rockport Reservoir Inflow; SF Ogden R nr Huntsville; Weber R at Gateway; Weber R nr Coalville; Weber R nr Oakley,8,149,Chalk Ck at Coalville,83260.18,45267.19,East Canyon Ck nr Jeremy Ranch,N/A,17725.63,East Canyon Ck nr Morgan,72752.97,39174.62,Echo Reservoir Inflow,N/A,200078.5,Lost Ck Reservoir Inflow,N/A,14485.28,Pineview Reservoir Inflow,232970,166186.5,Rockport Reservoir Inflow,223801.79,191443.69,SF Ogden R nr Huntsville,111938.12,76045.22,Weber R at Gateway,736471.07,429880.99,Weber R nr Coalville,263498.01,176436.16,Weber R nr Oakley,178349.75,153692.22,,,,,,,,,,,,
