Date,Causey Reservoir (10137290) % of Reservoir Capacity Start of Day Values,Pineview Reservoir (10139000) % of Reservoir Capacity Start of Day Values,Weber SWE,,Flood,Ben Lomond Peak (332) Snow Water Equivalent (in) Start of Day Values,Ben Lomond Trail (333) Snow Water Equivalent (in) Start of Day Values,Lightning Ridge (1056) Snow Water Equivalent (in) Start of Day Values,UTAH SWE,OgdenTemp_Max (°F),OgdenTemp_min (°F),OgdenTemp_mean (°F),OgdenPrecipitation_sum (inch),OgdenRain_sum (inch),OgdenSnowfall_sum (inch),OgdenWindspeed_10m_max (mp/h),hooperTemp_Max (°F),hooperTemp_min (°F),hooperTemp_mean (°F),hooperPrecipitation_sum (inch),hooperRain_sum (inch),hooperSnowfall_sum (inch),hooperWindspeed_10m_max (mp/h)
8/23/1988,36,33,34.5,No,0,0,0,,0,88.4,55.1,75.5,0,0,0,4.6,84.6,61.1,75.7,0,0,0,6.2
8/24/1988,35,32,33.5,No,0,0,0,,0,90.6,57.8,77.2,0,0,0,5.7,86.5,64.1,77.7,0,0,0,5.3
8/25/1988,35,32,33.5,No,0,0,0,,0,89.2,66.6,79.6,0,0,0,8.9,86.8,71.9,80.7,0,0,0,10.7
8/26/1988,35,31,33,No,0,0,0,,0,86.4,66.6,77.6,0,0,0,8.2,85,71.3,78.8,0,0,0,9.2
8/27/1988,35,31,33,No,0,0,0,,0,81.2,63.7,74.6,0,0,0,7,78.9,68.1,75.1,0,0,0,10.6
8/28/1988,35,31,33,No,0,0,0,,0,84.4,57.8,74.2,0,0,0,5.4,81.9,63.6,75.2,0,0,0,5.9
8/29/1988,34,30,32,No,0,0,0,,0,86.4,58.4,75.6,0,0,0,5.9,84.2,64.2,76.7,0,0,0,6
8/30/1988,34,30,32,No,0,0,0,,0,87.8,59.5,76.6,0,0,0,7.6,85.7,66.1,77.9,0,0,0,8.3
8/31/1988,34,30,32,No,0,0,0,,0,86.9,60,76.1,0,0,0,4.9,84.4,66.7,77.4,0,0,0,6.7
9/1/1988,34,29,31.5,No,0,0,0,,0,88.2,58.7,76.3,0,0,0,6.2,85.5,65.5,77.2,0,0,0,8.6
9/2/1988,33,29,31,No,0,0,0,,0,92.1,58.3,77.1,0,0,0,7.9,89.1,65.4,78.4,0,0,0,8.2
9/3/1988,33,28,30.5,No,0,0,0,,0,91.1,60.8,76.8,0,0,0,8.7,88.3,66.9,78.8,0,0,0,10.3
9/4/1988,33,28,30.5,No,0,0,0,,0,87.6,60.5,75,0,0,0,7.9,85.1,65.5,76.6,0,0,0,10
9/5/1988,33,28,30.5,No,0,0,0,,0,84.8,56.5,72.2,0,0,0,6.6,82.1,63,74.2,0,0,0,6.8
9/6/1988,32,27,29.5,No,0,0,0,,0,86.1,58.4,74.3,0,0,0,8.9,84.3,64.8,75.8,0,0,0,10.6
9/7/1988,32,27,29.5,No,0,0,0,,0,83.8,66.9,75.5,0,0,0,9.1,81.8,69,76.2,0,0,0,9.4
9/8/1988,32,27,29.5,No,0,0,0,,0,80,63.7,71.9,0,0,0,5.1,77.6,65.5,73.1,0,0,0,8.4
9/9/1988,32,26,29,No,0,0,0,,0,85.9,54.5,72.8,0.012,0.012,0,11.1,83.9,61.8,74.1,0.008,0.008,0,14.8
9/10/1988,32,26,29,No,0,0,0,,0,82.1,57.8,70.9,0.071,0.071,0,16.6,79.3,59,72.8,0.048,0.048,0,25.1
9/11/1988,32,26,29,No,0,0,0,,0,57.4,48.3,53.4,0.016,0.016,0,9.6,57.3,49.3,53.9,0.004,0.004,0,15.3
9/12/1988,32,26,29,No,0,0,0,,0,61.5,46.8,52.3,0.116,0.116,0,12.7,61.2,50,53.9,0.08,0.08,0,15.4
9/13/1988,32,25,28.5,No,0,0,0,,0,54.8,46.6,50.5,0.166,0.166,0,8.5,54.1,48,51.3,0.127,0.127,0,10.3
9/14/1988,32,25,28.5,No,0,0,0,,0,60.5,44.3,53,0.036,0.036,0,5.8,59.8,48.7,54.4,0.024,0.024,0,8
9/15/1988,32,25,28.5,No,0,0,0,,0,70.8,46.5,59.5,0,0,0,7.5,69.4,51.4,60.7,0,0,0,8.7
9/16/1988,32,25,28.5,No,0,0,0,,0,78.5,48.6,65,0,0,0,10.1,75.6,55.6,66.8,0,0,0,8.5
9/17/1988,32,25,28.5,No,0,0,0,,0,74.9,57.1,66.7,0,0,0,15.7,72.6,58.3,67,0,0,0,23.8
9/18/1988,32,25,28.5,No,0,0,0,,0,55.1,44.5,50.5,0,0,0,15.4,55.1,47.6,51.5,0,0,0,20.9
9/19/1988,32,24,28,No,0,0,0,,0,68.6,40.2,55.5,0,0,0,7.8,67.3,46.9,57.4,0,0,0,12.5
9/20/1988,32,24,28,No,0,0,0,,0,63.1,51.9,57.5,0.115,0.115,0,6.3,66.1,53.2,57.6,0.107,0.107,0,16.3
9/21/1988,32,24,28,No,0,0,0,,0,67.3,45.3,57.4,0.012,0.012,0,5.6,64.8,49.3,57.7,0,0,0,10.3
9/22/1988,32,24,28,No,0,0,0,,0,63.5,53.2,58.3,0,0,0,6.7,61.9,55.8,58.8,0,0,0,8.6
9/23/1988,32,24,28,No,0,0,0,,0,69.4,46.7,58.8,0,0,0,8.3,67.8,51.8,60.5,0,0,0,8.8
9/24/1988,32,23,27.5,No,0,0,0,,0,75,52.3,63.4,0,0,0,8.9,73.1,56.4,65.4,0,0,0,8.8
9/25/1988,32,23,27.5,No,0,0,0,,0,75.1,55.6,65.1,0,0,0,11.5,72.2,62.6,67.8,0,0,0,13.7
9/26/1988,32,23,27.5,No,0,0,0,,0,76.9,55.1,66,0,0,0,8.9,73.9,60.8,67.6,0,0,0,10.2
9/27/1988,32,23,27.5,No,0,0,0,,0,65.1,51.8,58.5,0.098,0.098,0,12.4,64.9,57.9,61.4,0.052,0.052,0,16.9
9/28/1988,32,23,27.5,No,0,0,0,,0,62,45.6,54.5,0,0,0,8.5,60.4,51.8,56.6,0,0,0,10.9
9/29/1988,32,23,27.5,No,0,0,0,,0,66.8,43.4,56.8,0,0,0,6.3,64.1,47.3,57.2,0,0,0,6.6
9/30/1988,32,22,27,No,0,0,0,,0,71.8,44.6,59.3,0,0,0,4.8,68.2,49.2,59.6,0,0,0,6.4
10/1/1988,32,22,27,No,0,0,0,,0,74.2,46.1,61.5,0,0,0,4.3,71,51.5,62.3,0,0,0,4.4
10/2/1988,32,22,27,No,0,0,0,,0,78.1,47.1,63.8,0,0,0,3.3,74.6,53.6,65,0,0,0,4.5
10/3/1988,32,22,27,No,0,0,0,,0,78.9,48.6,64.8,0,0,0,4.6,75.5,55.1,66.2,0,0,0,5.8
10/4/1988,32,22,27,No,0,0,0,,0,75.8,52,64.9,0,0,0,6.2,73.5,57.6,66.5,0,0,0,6.8
10/5/1988,32,22,27,No,0,0,0,,0,76.2,49.8,64.3,0,0,0,5.2,73.9,55.6,65.9,0,0,0,5.5
10/6/1988,32,22,27,No,0,0,0,,0,73.9,50.5,62.5,0,0,0,6.1,71.8,55.8,64.5,0,0,0,8.7
10/7/1988,32,22,27,No,0,0,0,,0,71.9,48.7,61.1,0,0,0,6.1,69.6,54,62.9,0,0,0,6.2
10/8/1988,32,22,27,No,0,0,0,,0,72.4,47.3,61.5,0,0,0,5.6,69.9,52.4,62.6,0,0,0,7.2
10/9/1988,32,22,27,No,0,0,0,,0,74.9,51.3,62.7,0,0,0,9.8,72.9,55.6,64.4,0,0,0,11.9
10/10/1988,32,22,27,No,0,0,0,,0,73.2,44.9,60,0,0,0,6.7,70.2,51.4,61.9,0,0,0,10.9
10/11/1988,32,22,27,No,0,0,0,,0,72.9,45.7,59.9,0,0,0,4,70.2,51.4,61.8,0,0,0,4.9
10/12/1988,32,22,27,No,0,0,0,,0,66.6,50.2,58.7,0.032,0.032,0,10.3,66,56,60.5,0.04,0.04,0,12.8
10/13/1988,32,22,27,No,0,0,0,,0,71.7,45.9,59.8,0,0,0,9.3,69.8,52.1,61.9,0,0,0,8.8
10/14/1988,32,22,27,No,0,0,0,,0,70.3,54,61.5,0.032,0.032,0,10.4,67.3,59.8,63.4,0.02,0.02,0,10.7
10/15/1988,32,23,27.5,No,0,0,0,,0,66.5,54.7,59.9,0,0,0,7.6,64.9,55,60.4,0,0,0,8.5
10/16/1988,32,23,27.5,No,0,0,0,,0,68.7,53.3,60.6,0,0,0,8.7,67.4,55.5,61.4,0,0,0,10.3
10/17/1988,32,23,27.5,No,0,0,0,,0,69.4,59.4,63.7,0,0,0,9.4,68,61.1,64,0,0,0,9.8
10/18/1988,32,23,27.5,No,0,0,0,,0,70.2,54.7,62,0,0,0,6.7,68.6,56.7,63.3,0,0,0,7.7
10/19/1988,32,23,27.5,No,0,0,0,,0,65.4,52.4,60,0,0,0,8.1,64.1,56.9,61.1,0,0,0,10.9
10/20/1988,32,23,27.5,No,0,0,0,,0,64.7,45.1,56.8,0,0,0,5,62.6,48.6,57.4,0,0,0,5.5
10/21/1988,32,23,27.5,No,0,0,0,,0,66.1,42.3,55.4,0,0,0,4.2,63.5,47.5,56.8,0,0,0,5.8
10/22/1988,32,23,27.5,No,0,0,0,,0,65,53.2,58.8,0,0,0,9.4,63.1,55.2,59.4,0,0,0,12.5
10/23/1988,32,23,27.5,No,0,0,0,,0,66.1,51.2,57.8,0,0,0,4.3,63.2,53.4,58.2,0,0,0,4.2
10/24/1988,33,23,28,No,0,0,0,,0,66.8,47.2,57.3,0,0,0,4.4,63.8,50.4,58.1,0,0,0,4.6
10/25/1988,33,23,28,No,0,0,0,,0,66.2,50.4,57.8,0,0,0,4.7,63.8,53.9,58.9,0,0,0,6.1
10/26/1988,33,23,28,No,0,0,0,,0,67.5,45.1,57.2,0,0,0,8.6,65.2,49.6,58.3,0,0,0,8.8
10/27/1988,33,23,28,No,0,0,0,,0,61.2,50.6,57,0,0,0,5.6,60.1,51.3,57.3,0,0,0,7.7
10/28/1988,33,23,28,No,0,0,0,,0,65.6,44.4,55.4,0,0,0,6.3,63.4,49.8,57.1,0,0,0,6.2
10/29/1988,33,23,28,No,0,0,0,,0,66.1,47.6,57.1,0,0,0,6.7,63.9,52.2,58.3,0,0,0,5.8
10/30/1988,33,23,28,No,0,0,0,,0,65.1,46,55.5,0,0,0,4.3,62.8,50.2,56.6,0,0,0,5.3
10/31/1988,33,23,28,No,0,0,0,,0,67.8,39.9,54.5,0,0,0,6.6,65.5,46.2,56.5,0,0,0,6.5
11/1/1988,33,23,28,No,0,0,0,,0,68,42.4,55.2,0,0,0,8.8,65.5,49.9,57.6,0,0,0,9.4
11/2/1988,33,23,28,No,0,0,0,,0,61.2,47.2,55.1,0.028,0.028,0,10.8,59.5,52.7,56.8,0.02,0.02,0,13.4
11/3/1988,33,23,28,No,0,0,0,,0,59.2,50,53.5,0.398,0.398,0,12.2,58.8,51.4,54.8,0.26,0.26,0,15.9
11/4/1988,33,23,28,No,0,0,0,,0.2,54.2,43.2,47.9,0.052,0.052,0,12.5,54.5,46.8,50,0.012,0.012,0,16.8
11/5/1988,33,23,28,No,0,0,0,,0.2,56,40.2,48.4,0,0,0,6.5,55.5,42.6,49.7,0,0,0,8.7
11/6/1988,33,24,28.5,No,0,0,0,,0.2,57.4,40.1,47.6,0.032,0.032,0,11.4,56.2,45.7,50.2,0.028,0.028,0,15.6
11/7/1988,33,24,28.5,No,0,0,0,,0.2,51.1,38.7,44.6,0.008,0.008,0,6.5,50.6,41.9,46.4,0.02,0.02,0,9.8
11/8/1988,33,24,28.5,No,0,0,0,,0.2,49.3,40.1,44.5,0.132,0.132,0,5.8,48.7,43.3,46,0.06,0.06,0,9.4
11/9/1988,33,24,28.5,No,0,0,0,,0.2,45.6,36.1,41.5,0.079,0.079,0,4.7,45.5,39.7,43,0.052,0.052,0,8.5
11/10/1988,33,24,28.5,No,0,0,0,,0.3,54.5,38,45,0.156,0.156,0,9.5,53.1,42,46.7,0.124,0.124,0,9.7
11/11/1988,33,24,28.5,No,0,0,0,,0.4,45,36.2,41.2,0.293,0.293,0,4.7,46,40.2,43.1,0.22,0.22,0,6.5
11/12/1988,33,24,28.5,No,0,0.2,0,,0.5,46.4,31.6,39.2,0.215,0.215,0,8.7,46.7,37,42.1,0.19,0.19,0,13.3
11/13/1988,33,24,28.5,No,0,1.1,1,,0.7,56,37.9,46.5,0.264,0.264,0,8.6,54.1,41.9,47.9,0.251,0.251,0,9.3
11/14/1988,33,24,28.5,No,0,1.4,1,,0.8,50.6,35.5,40.4,0.608,0.501,0.745,12.2,52.3,35.9,41.4,0.577,0.526,0.36,18.2
11/15/1988,34,24,29,No,0,1.8,1.5,,1.3,38.8,30.4,34.4,0.004,0.004,0,7.8,39.1,33.6,36.3,0.004,0.004,0,10.9
11/16/1988,34,24,29,No,0,1.9,1.5,,1.4,40.9,31.4,35.8,0.147,0.088,0.418,12.2,41.8,35,38.1,0.084,0.076,0.055,18.1
11/17/1988,34,24,29,No,0,3.2,2.2,,1.5,37.3,32.4,34.9,0.45,0.204,1.711,11.1,39.7,34.3,36.6,0.364,0.266,0.692,15.8
11/18/1988,34,25,29.5,No,0,5.9,4.2,,2,35.4,27.4,31.2,0.124,0.028,0.69,11.1,36.6,28.8,33.5,0.084,0.016,0.498,14.4
11/19/1988,34,25,29.5,No,0,6,4.6,,2.1,35.2,24.9,29.9,0.004,0,0.028,7,35.6,28.1,31.5,0,0,0.028,8.5
11/20/1988,34,25,29.5,No,0,6.1,4.6,,2.1,35.8,20,28.9,0.004,0.004,0,6,36.5,23.4,30.1,0.004,0.004,0,9.2
11/21/1988,34,25,29.5,No,0,6.2,4.6,,2.2,39.8,28.4,33.1,0.02,0.016,0.028,9,40.5,29.4,35.1,0.008,0.008,0,11.3
11/22/1988,34,25,29.5,No,0,6.4,4.6,,2.2,40.7,29.5,37.6,0.31,0.29,0.14,10,42.2,34.8,39.6,0.293,0.293,0,13.7
11/23/1988,34,25,29.5,No,0,7.5,5.3,,2.3,52.3,36.7,44.1,0.241,0.202,0.275,13.6,51,36.9,45.6,0.143,0.123,0.138,17
11/24/1988,34,25,29.5,No,0,8.4,5.6,,2.8,35.3,23.3,31.1,0.474,0.04,3.117,13.7,35.2,24.4,32.3,0.285,0.048,1.654,19.3
11/25/1988,34,25,29.5,No,0,8.6,6,,2.9,33.8,10.4,22.7,0.144,0,0.993,10,34.2,17.1,26.3,0.12,0.008,0.801,12.7
11/26/1988,34,25,29.5,No,0,8.9,6.4,,3.1,32.5,22.9,27.7,0.072,0.008,0.498,11.3,33.8,25.9,29.9,0.024,0,0.166,19.4
11/27/1988,34,25,29.5,No,0,9.3,6.8,,3.4,29,19.1,23.5,0,0,0,7.4,31.5,21.6,25.9,0,0,0,12.7
11/28/1988,34,26,30,No,0,9.4,6.9,,3.4,33.6,17.2,26.5,0.19,0.016,1.242,10.1,35.2,23.7,29.8,0.115,0.008,0.745,16.5
11/29/1988,34,26,30,No,0,10.2,7.4,,3.7,33.3,24.1,28.8,0,0,0.028,5.3,33.4,26.1,29.8,0,0,0.028,9.2
11/30/1988,34,26,30,No,0,10.3,7.7,,3.7,37.5,21.5,29.7,0,0,0,4.3,36.5,24.5,30.9,0,0,0,4
12/1/1988,34,26,30,No,0,10.4,7.8,,3.7,37.5,7.8,21.9,0,0,0,2.9,35.3,15.5,25.2,0,0,0,4.3
12/2/1988,34,26,30,No,0,10.5,7.8,,3.8,41.7,10,24.6,0,0,0,3,38.1,16.9,27.3,0,0,0,3.9
12/3/1988,34,26,30,No,0,10.5,7.8,,3.8,41.4,13.4,26.8,0,0,0,2.7,37.7,19.6,28.9,0,0,0,4
12/4/1988,34,26,30,No,0,10.5,7.8,,3.8,41.1,14,27.5,0,0,0,3.2,37.6,20.2,30,0,0,0,4
12/5/1988,34,26,30,No,0,10.5,7.8,,3.8,39.6,11.9,25.5,0,0,0,2.7,36.3,18.3,27.6,0,0,0,3.2
12/6/1988,34,26,30,No,0,10.5,7.8,,3.8,38.1,16.6,28.7,0,0,0,3.2,36.3,21.4,30.2,0,0,0,4.8
12/7/1988,34,26,30,No,0,10.5,7.8,,3.8,36.6,23.2,29.9,0.016,0,0.166,9.7,36.6,27.1,31.9,0.024,0,0.166,13.4
12/8/1988,35,26,30.5,No,0,10.5,7.8,,3.9,32.8,11.8,22.6,0,0,0,7,33.2,18.9,26.2,0,0,0,13.1
12/9/1988,35,26,30.5,No,0,10.5,7.8,,3.9,34.9,14,25.8,0,0,0,2.4,34.2,20,27.8,0,0,0,4.4
12/10/1988,35,26,30.5,No,0,10.5,7.8,,3.9,35.8,26.3,31.4,0,0,0,3.5,34.9,29.5,32.1,0,0,0,4.7
12/11/1988,35,26,30.5,No,0,10.5,7.8,,4,37.6,27.7,32.2,0,0,0,3.9,36.5,28.4,32.2,0,0,0,4.7
12/12/1988,35,26,30.5,No,0,10.5,7.8,,4,43,22,32,0,0,0,2.6,40.4,26,32.6,0,0,0,3.9
12/13/1988,35,26,30.5,No,0,10.7,7.8,,4,44.2,26.8,35.3,0,0,0,2.9,41.3,28.6,34.9,0,0,0,3.4
12/14/1988,35,26,30.5,No,0,10.7,7.8,,4,37.8,26,32.1,0.075,0,0.551,9.6,38.9,27.6,33.1,0.052,0,0.387,15
12/15/1988,35,26,30.5,No,0,10.7,7.8,,4.1,28.2,14.8,22.8,0.008,0,0.055,15.1,30.6,19.2,25.6,0.012,0,0.111,18.5
12/16/1988,35,26,30.5,No,0,10.7,7.8,,4.2,35.2,14.5,23.5,0,0,0,4.5,33.7,18.9,26.1,0,0,0,7.9
12/17/1988,35,26,30.5,No,0,10.7,7.8,,4.2,37.8,9.9,23.1,0,0,0,3.5,34.4,15.5,25.5,0,0,0,4.3
12/18/1988,35,26,30.5,No,0,10.7,7.8,,4.2,38.9,16.2,27.1,0,0,0,2.9,35.7,20,28.3,0,0,0,3.4
12/19/1988,35,26,30.5,No,0,10.7,7.8,,4.3,34.5,26.2,30.2,0.024,0,0.195,6.2,34,28.2,31,0.008,0,0.056,7.2
12/20/1988,35,26,30.5,No,0,11,7.8,,4.5,37.1,25.2,31.3,0.056,0,0.443,9.7,36.4,26.3,31.7,0.04,0,0.332,13.2
12/21/1988,35,27,31,No,0,12.5,8.2,,4.7,34.2,25.4,31.4,0.632,0.02,4.33,10.3,34.9,27.7,32.3,0.503,0.02,3.475,13.6
12/22/1988,35,27,31,No,0,14.8,9.8,,5.5,29.8,20.5,25.7,0.168,0,1.27,9.4,31.9,24.7,28.5,0.112,0,0.884,13.3
12/23/1988,35,27,31,No,0,16.9,11,,5.9,27.8,21.1,25.2,0.116,0,0.883,8.7,29.7,21.5,27.1,0.068,0,0.553,12.9
12/24/1988,35,27,31,No,0,17.4,11.4,,6.2,27.4,12.6,20,0.044,0,0.444,9.2,29.7,16.6,22.9,0.04,0,0.389,13.1
12/25/1988,35,27,31,No,0,18.1,12,,6.5,29,22.7,26.2,0.786,0.004,5.455,8.1,29.7,24.7,27.6,0.657,0,4.575,12.6
12/26/1988,35,27,31,No,0,19.8,13.7,,7,22.8,13.7,18.6,0.16,0,1.159,8.1,24.3,15.1,19.7,0.104,0,0.774,12.8
12/27/1988,35,27,31,No,0,20.1,14.5,,7.2,21.1,7.4,14.3,0,0,0,4.1,22.2,9.7,16,0,0,0,6
12/28/1988,35,27,31,No,0,20.4,14.6,,7.2,22.7,6.3,14.4,0,0,0,3.9,23.4,11.1,17.2,0,0,0,6.4
12/29/1988,35,27,31,No,0,20.4,14.8,,7.3,22.6,15.4,18.5,0.02,0,0.252,5.2,23.2,16.2,19.2,0,0,0.056,7.4
12/30/1988,35,27,31,No,0,20.4,14.8,,7.3,31.5,16.6,23.2,0,0,0.084,5.4,32,18.5,24.2,0,0,0.056,6.8
12/31/1988,35,27,31,No,0,20.8,14.9,,7.4,29.1,14.3,23.7,0.156,0,1.104,3.3,29,17.4,24.7,0.144,0,1.077,5.2
1/1/1989,35,27,31,No,0,21.1,15.1,,7.4,29.1,22,26.4,0.032,0,0.389,3.5,29.1,24,27,0.008,0,0.14,4.7
1/2/1989,35,27,31,No,0,21.2,15.2,,7.5,29.7,12.1,22.4,0,0,0,3,30,15.3,23.4,0,0,0,4.6
1/3/1989,35,28,31.5,No,0,21.4,15.2,,7.5,36.2,19.9,27.7,0,0,0,3.5,34,22.2,27.8,0,0,0,5
1/4/1989,35,28,31.5,No,0,21.4,15.3,,7.5,35.3,11.2,23.4,0,0,0,4.6,32.8,14.4,24.1,0,0,0,6.8
1/5/1989,35,28,31.5,No,0,21.4,15.3,,7.8,33.9,28.6,31.8,0.207,0.14,0.497,7.7,35,26.1,31.2,0.193,0.104,0.634,8
1/6/1989,35,28,31.5,No,0,22.2,16.6,,8.2,32.3,15.8,24.7,0.323,0.063,1.847,11.6,33.2,15.7,25.3,0.248,0.044,1.573,15.3
1/7/1989,35,28,31.5,No,0,23.1,17.2,,8.6,18.5,14.2,16.5,0.06,0,0.526,5.3,20.6,14.6,16.8,0.012,0,0.196,9
1/8/1989,35,28,31.5,No,0,23.7,17.4,,8.8,18,14.6,16.1,0.024,0,0.251,9.4,20.7,14,17.2,0.012,0,0.139,12.4
1/9/1989,35,28,31.5,No,0,24.3,17.6,,8.9,29.2,16.3,23,0.22,0,1.601,9.9,30.6,19.4,25.3,0.112,0,0.969,13
1/10/1989,35,28,31.5,No,0,26.1,18.5,,9.2,34.4,23,31,0.176,0.008,1.189,9.9,34.7,24.7,31.9,0.072,0.012,0.583,13
1/11/1989,35,29,32,No,0,27.1,19.3,,9.6,25.7,21.3,22.7,0.024,0,0.364,4.5,26.5,18.9,22.4,0.012,0,0.307,6.7
1/12/1989,35,29,32,No,0,27.2,19.3,,9.7,25.3,17.3,20.9,0,0,0,4.3,25.9,17.9,21.4,0,0,0,6.8
1/13/1989,35,29,32,No,0,27.3,19.5,,9.7,26.8,4.6,17.2,0,0,0,3.3,26.8,8.8,18.2,0,0,0,5.2
1/14/1989,35,29,32,No,0,27.4,19.5,,9.7,25.9,20.1,23.5,0,0,0.056,3.5,27,21.5,24.2,0,0,0.056,4.7
1/15/1989,35,29,32,No,0,27.4,19.6,,9.8,22.7,12.7,19.2,0,0,0,6.7,24.1,13.3,18.9,0,0,0,8.5
1/16/1989,35,29,32,No,0,27.5,19.6,,9.8,32.8,18.2,25.5,0,0,0,4.3,31.6,15.9,24.3,0,0,0,6
1/17/1989,35,29,32,No,0,27.8,19.6,,9.8,32.9,22.2,27.3,0,0,0,3.2,31.4,21.5,26.2,0,0,0,4
1/18/1989,35,29,32,No,0,27.9,19.7,,9.8,35.2,14.5,25,0,0,0,2.9,32.7,16.2,24.6,0,0,0,4.2
1/19/1989,35,29,32,No,0,27.9,19.7,,9.8,33.9,12.8,24.2,0,0,0,3.3,31.4,14.8,23.9,0,0,0,5.2
1/20/1989,35,29,32,No,0,27.9,19.7,,9.8,34.2,6.2,21,0,0,0,3.2,31.5,10,21.6,0,0,0,4.7
1/21/1989,35,29,32,No,0,27.9,19.7,,9.8,37.2,10.1,25,0,0,0,2.6,34.3,12.6,24.6,0,0,0,3.5
1/22/1989,35,29,32,No,0,27.9,19.7,,9.8,38.5,23,31.3,0,0,0,3.9,35.3,21.4,28.5,0,0,0,4.1
1/23/1989,35,29,32,No,0,27.9,19.7,,9.9,38.3,19.3,31,0.056,0,0.47,7.9,35.1,22.1,29.9,0.052,0.004,0.361,11
1/24/1989,35,29,32,No,0,28.1,19.9,,9.9,21.5,13.5,18.1,0,0,0,7.2,21,13.7,17.8,0,0,0,9.3
1/25/1989,35,29,32,No,0,28.1,20.1,,9.9,17.7,5.3,12.4,0,0,0,5.1,17.9,6.9,13.7,0,0,0,9
1/26/1989,35,29,32,No,0,28.1,20.2,,10,22.9,-2.2,11.4,0,0,0,3.9,21.5,2.6,12.8,0,0,0,4.6
1/27/1989,35,29,32,No,0,28.1,20.2,,10,26.5,-0.5,13.9,0,0,0,4.1,23.4,3.7,14.6,0,0,0,6.7
1/28/1989,35,29,32,No,0,28.1,20.2,,10,24,1.5,15.7,0,0,0,6,21.5,5.9,15.9,0,0,0,9.3
1/29/1989,35,29,32,No,0,28.2,20.2,,9.9,26.6,5.6,17,0,0,0,2.8,24.7,8.3,17.4,0,0,0,4.5
1/30/1989,35,29,32,No,0,28.3,20.2,,10,32.8,10.4,22.1,0,0,0,2.9,30.4,12.3,21.6,0,0,0,4
1/31/1989,35,29,32,No,0,28.4,20.2,,10,40.3,22.5,31.6,0,0,0,4.6,35.3,22.1,28.9,0,0,0,4.2
2/1/1989,35,29,32,No,0,28.4,20.2,,10,39.7,25.7,33.1,0.335,0.087,1.766,14.1,39.4,25.9,33.8,0.279,0.079,1.434,18.7
2/2/1989,35,29,32,No,0,29.1,20.5,,10.6,26,20,24.4,0.02,0,0.251,4.8,26.7,21.8,24.7,0,0,0.112,6.6
2/3/1989,35,29,32,No,0,29.4,20.8,,10.9,27.5,16.5,21.1,0.032,0,0.277,5.7,27.3,18.7,22.4,0.024,0,0.25,8.1
2/4/1989,35,29,32,No,0,29.6,21.5,,11.5,18.5,4.4,13.1,0.092,0,0.719,8.8,19.6,7.8,14.8,0.084,0,0.718,16.9
2/5/1989,35,29,32,No,0,29.8,22,,11.9,9.3,-2.9,3,0,0,0.14,9.3,9.3,-0.6,4.5,0,0,0.112,16.2
2/6/1989,35,30,32.5,No,0,29.8,22,,11.9,7.6,-10.9,-1.1,0,0,0,6.4,6.4,-6.5,0.4,0,0,0,12.3
2/7/1989,35,30,32.5,No,0,30.1,22.1,,12,9.2,-12.4,-0.1,0,0,0,2.9,8.1,-6.3,2.2,0,0,0,4.7
2/8/1989,35,30,32.5,No,0,30.1,22.1,,12,14.7,-9.9,3.5,0,0,0,3.3,12.5,-3.6,5.1,0,0,0,4.3
2/9/1989,35,30,32.5,No,0,30.2,22.1,,12.1,24.8,1.9,13.3,0,0,0.056,3.8,21.3,5.7,13.3,0.008,0,0.111,3.3
2/10/1989,35,30,32.5,No,0,30.5,22.1,,12.1,30,19.8,25,0.008,0,0.084,2.6,28.4,19.5,23.7,0,0,0.028,3.4
2/11/1989,35,30,32.5,No,0,30.7,22.1,,12.2,31.4,24.4,27.3,0,0,0,2.9,30.2,25.1,27.1,0,0,0,5.6
2/12/1989,35,30,32.5,No,0,30.7,22.1,,12.3,27.2,21.9,24.5,0.024,0,0.333,4.8,27.4,22.9,25.1,0.016,0,0.195,8.1
2/13/1989,35,30,32.5,No,0,30.7,22.1,,12.3,26.7,21.2,24.4,0.112,0.004,0.914,6.5,26.8,21.7,24.5,0.032,0,0.39,7.3
2/14/1989,35,30,32.5,No,0,31.2,22.6,,12.4,23.8,18.9,21.5,0,0,0.028,5.8,24.8,18.6,21.4,0,0,0,7.3
2/15/1989,35,30,32.5,No,0,31.3,22.8,,12.5,29.1,10.1,21.1,0,0,0,2.8,27.2,11.7,20.3,0,0,0,4.1
2/16/1989,35,30,32.5,No,0,31.5,22.9,,12.5,29.9,8,19.9,0,0,0,2.7,27.4,10.8,19.8,0,0,0,4.1
2/17/1989,35,30,32.5,No,0,31.7,22.9,,12.5,34.6,10.8,23.7,0,0,0,3.1,31.6,13.6,23.4,0,0,0,4.5
2/18/1989,35,30,32.5,No,0,31.8,22.9,,12.6,37.5,23.6,30.4,0.036,0.016,0.167,3.4,34.2,25.2,29.7,0.036,0.012,0.251,4.5
2/19/1989,35,30,32.5,No,0,32.3,22.9,,12.7,35.2,32,33.4,0.304,0.024,1.959,3.1,34,30.5,32.3,0.216,0.02,1.436,6
2/20/1989,35,30,32.5,No,0,33.4,23.7,,13.1,32,27.7,30,0.048,0,0.389,4.2,31.5,27,28.9,0.012,0,0.252,6.8
2/21/1989,35,30,32.5,No,0,33.7,23.8,,13.2,36.8,25.5,31.2,0,0,0,3.5,33.8,23.5,29,0,0,0,4.3
