Date,Causey Reservoir (10137290) % of Reservoir Capacity Start of Day Values,Pineview Reservoir (10139000) % of Reservoir Capacity Start of Day Values,Weber SWE,,Flood,Ben Lomond Peak (332) Snow Water Equivalent (in) Start of Day Values,Ben Lomond Trail (333) Snow Water Equivalent (in) Start of Day Values,Lightning Ridge (1056) Snow Water Equivalent (in) Start of Day Values,UTAH SWE,OgdenTemp_Max (°F),OgdenTemp_min (°F),OgdenTemp_mean (°F),OgdenPrecipitation_sum (inch),OgdenRain_sum (inch),OgdenSnowfall_sum (inch),OgdenWindspeed_10m_max (mp/h),hooperTemp_Max (°F),hooperTemp_min (°F),hooperTemp_mean (°F),hooperPrecipitation_sum (inch),hooperRain_sum (inch),hooperSnowfall_sum (inch),hooperWindspeed_10m_max (mp/h)
10/1/1982,56,70,63,No,0,2.5,1,,1.4,49.3,42.2,45.2,0.387,0.387,0,10.8,49.5,44,46.7,0.239,0.239,0,14
10/2/1982,56,70,63,No,0,3.1,1,,1.4,57.8,40.1,49.2,0,0,0,8.2,56.3,44,50.7,0,0,0,9.3
10/3/1982,56,70,63,No,0,2.9,0.9,,1.3,59.7,40.3,50.3,0,0,0,5.1,57.4,44.9,51.5,0,0,0,5.2
10/4/1982,56,70,63,No,0,2.7,0.6,,1.3,65.1,43.6,54.3,0.056,0.056,0,8.9,62.2,48.9,55.3,0.036,0.036,0,11.6
10/5/1982,44,70,57,No,0,2.5,0.2,,1.2,50.3,41.1,46.3,0.115,0.115,0,8.1,50,43.8,47.4,0.084,0.084,0,11.9
10/6/1982,44,70,57,No,0,2.2,0,,1.2,59.6,36,48,0,0,0,8.1,58.5,42,49.8,0,0,0,11.3
10/7/1982,44,70,57,No,0,2.2,0,,1.2,52.6,36.6,44.7,0.166,0.166,0,12.6,51.7,42.8,47.4,0.124,0.124,0,17.6
10/8/1982,44,70,57,No,0,2.2,0,,1.2,46.9,32.9,40.1,0.008,0.008,0,8.9,46.8,38.9,42.8,0.004,0.004,0,12.9
10/9/1982,44,70,57,No,0,2.1,0,,1.2,49.5,32.5,41.4,0,0,0,8.4,48.9,37.7,42.8,0,0,0,11.4
10/10/1982,44,70,57,No,0,2,0,,1.2,50.6,32.9,42.6,0,0,0,6.7,49.7,36.9,43.8,0,0,0,10.1
10/11/1982,47,70,58.5,No,0,2.2,0,,1.1,52.4,34.4,44.7,0,0,0,3.4,50.7,37.6,45.3,0,0,0,5.7
10/12/1982,47,70,58.5,No,0,2.2,0,,1.1,59,35.1,47.9,0,0,0,3.8,55.8,38.9,48.3,0,0,0,6.5
10/13/1982,47,70,58.5,No,0,2,0,,1.1,60.5,44.7,52.6,0,0,0,4.2,57.3,48.1,52.7,0,0,0,5
10/14/1982,47,70,58.5,No,0,2,0,,1.1,61.8,39.2,51.2,0,0,0,3.5,58.5,43.3,51.9,0,0,0,4.3
10/15/1982,47,70,58.5,No,0,1.6,0,,1,63,40.6,52.7,0,0,0,3.8,59.9,45,53.7,0,0,0,3.5
10/16/1982,47,70,58.5,No,0,1.3,0,,0.9,63.4,42.1,53.4,0,0,0,5,60.8,46,54.4,0,0,0,6.7
10/17/1982,47,70,58.5,No,0,1.1,0,,0.9,64,44.2,54.3,0,0,0,8.1,62.1,50.2,56,0,0,0,8.9
10/18/1982,49,70,59.5,No,0,1.1,0,,0.8,55.8,38,47.1,0,0,0,11.2,56.7,40.7,48.3,0,0,0,15.2
10/19/1982,49,70,59.5,No,0,1.1,0,,0.8,47.4,32.8,40.3,0,0,0,6.9,46.6,35.3,41.7,0,0,0,10.2
10/20/1982,49,70,59.5,No,0,1.1,0,,0.8,51.7,34.1,44,0,0,0,4.5,50.4,37.2,45,0,0,0,4.1
10/21/1982,49,70,59.5,No,0,1.1,0,,0.7,58.1,34.5,46.9,0,0,0,3.5,55.5,39.2,48.2,0,0,0,4.6
10/22/1982,50,70,60,No,0,1.1,0,,0.7,61.4,39.4,49.4,0,0,0,5.7,59.1,44.1,51.4,0,0,0,6.4
10/23/1982,50,70,60,No,0,0.7,0,,0.7,63.9,38.6,51.6,0,0,0,3.8,59.9,44.1,52.6,0.008,0.008,0,5.4
10/24/1982,50,70,60,No,0,0.4,0,,0.7,62.2,40.8,51.6,0.032,0.032,0,5.5,58.5,46.1,52.5,0.036,0.036,0,6.7
10/25/1982,51,70,60.5,No,0,0.5,0,,0.6,59.9,49,53,0.131,0.131,0,8.2,58.5,51.3,54.3,0.104,0.104,0,10.1
10/26/1982,51,70,60.5,No,0,0.5,0,,0.6,61.1,39.8,48.1,0.892,0.873,0.138,14.3,60.3,40.8,49.9,0.819,0.819,0,20.4
10/27/1982,51,70,60.5,No,0,0.6,0.4,,1,44,38,40.4,0.068,0.056,0.084,8.7,45,39.2,41.8,0.008,0.008,0,12.7
10/28/1982,51,70,60.5,No,0,0.7,0.5,,1.1,45.2,32.4,39.1,0.012,0.012,0,9.6,44.9,35.1,40.7,0.004,0.004,0,10.7
10/29/1982,51,70,60.5,No,0,0.8,0.6,,1.2,45.1,33.4,40.7,0.301,0.297,0.028,9.9,45.3,39,42.7,0.297,0.297,0,12.4
10/30/1982,51,70,60.5,No,0,1.5,0.5,,1.3,46.4,42,44.3,0.835,0.835,0,9.4,46.8,43.4,45.4,0.799,0.799,0,12.6
10/31/1982,51,70,60.5,No,0,2.1,0.5,,1.5,46.7,37.5,42.3,0.162,0.162,0,6.8,45.9,41.3,43.7,0.107,0.107,0,9
11/1/1982,52,74,63,No,0,2.1,0.4,,1.6,46.4,34.9,40,0.1,0.096,0.028,6.7,46,38.4,41.7,0.044,0.044,0,12
11/2/1982,52,74,63,No,0,2.1,0.7,,1.6,43.8,27.5,36.4,0,0,0,6.2,43.2,34.2,38.9,0,0,0,9.7
11/3/1982,52,74,63,No,0,2.1,0.8,,1.7,45.2,27,35.7,0,0,0,5.6,44.7,31.1,37.5,0,0,0,7.5
11/4/1982,52,74,63,No,0,2.1,0.8,,1.7,49.4,28.1,38,0,0,0,3.5,47.6,32.4,39.5,0,0,0,4.1
11/5/1982,52,74,63,No,0,2.1,0.8,,1.8,50.2,30.4,39.6,0,0,0,4.4,48.1,34.2,41.1,0,0,0,5
11/6/1982,52,74,63,No,0,2.1,0.8,,1.8,55,34,44.6,0,0,0,6.2,52.7,37.8,45.2,0,0,0,7.7
11/7/1982,52,74,63,No,0,2.1,0.8,,1.8,48.7,34.5,41.1,0.004,0.004,0,10.3,46.9,38.1,42.5,0,0,0,15.7
11/8/1982,54,74,64,No,0,2.1,0.8,,1.8,52,35.7,43.1,0.012,0.012,0,12,50.7,38.9,44.4,0,0,0,18.4
11/9/1982,54,74,64,No,0,2.1,0.8,,2.1,48.5,34.1,42.1,0.119,0.119,0,11,47.7,38.6,44.3,0.118,0.118,0,12.3
11/10/1982,54,74,64,No,0,2.1,0.8,,2.4,44.3,29.9,36.7,0.067,0.056,0.083,9.5,44.2,35.4,39,0.072,0.064,0.056,12.1
11/11/1982,54,74,64,No,0,2.1,1.1,,2.7,39.7,30.1,34.8,0,0,0,8.7,40.1,34.6,36.8,0,0,0,11.8
11/12/1982,54,74,64,No,0,2.1,1.5,,2.8,42.8,29.5,35.9,0,0,0,7.9,42.3,31.6,37.3,0,0,0,9.5
11/13/1982,54,74,64,No,0,2.2,1.6,,2.9,37.6,29.1,34.5,0.072,0.04,0.221,15.1,39.4,30.4,36.8,0.02,0.012,0.056,19.7
11/14/1982,54,74,64,No,0,2.5,1.6,,2.9,41,23.9,32.1,0,0,0,3.7,39.8,27.6,33.3,0,0,0,5.2
11/15/1982,55,74,64.5,No,0,3,1.6,,3,42,27.3,34,0,0,0,4.3,40.9,30.6,35.3,0,0,0,5.1
11/16/1982,55,74,64.5,No,0,3,1.6,,3,47.9,24.7,35.9,0,0,0,5.8,46.1,29.2,37.1,0,0,0,6.3
11/17/1982,55,74,64.5,No,0,3,1.6,,3,49.3,28.6,38.7,0.012,0.012,0,5.4,47,32.5,39.5,0.075,0.075,0,6.5
11/18/1982,55,74,64.5,No,0,3,1.6,,3.1,50.6,30.1,40.1,0.216,0.216,0,12.1,49.1,34.8,41.8,0.193,0.193,0,15.9
11/19/1982,55,74,64.5,No,0,4.9,3.4,,3.5,42.5,34.2,37.8,0.868,0.726,0.995,10.3,43.6,35.1,39.4,0.671,0.663,0.056,14
11/20/1982,55,74,64.5,No,0,5.4,3.8,,3.9,37.1,20.3,31.3,0.192,0.092,0.694,10.3,38.9,28.4,34.4,0.108,0.068,0.305,13
11/21/1982,55,74,64.5,No,0,5.5,4,,4.1,38.5,26.4,33.5,0.06,0.02,0.306,8.6,40.6,27.6,34.6,0.036,0.012,0.167,10.3
11/22/1982,56,74,65,No,0,5.6,4,,4.1,33.6,13.8,27,0.032,0.004,0.222,9.2,35.4,23.8,30.5,0.004,0,0.056,11.6
11/23/1982,56,74,65,No,0,5.8,4.1,,4.2,30.4,6.3,15.9,0,0,0,5.5,31.7,16.1,23.1,0,0,0,10.6
11/24/1982,56,74,65,No,0,5.9,4.1,,4.3,32.6,2.1,16.3,0,0,0,4.3,33,13.2,22.9,0,0,0,6
11/25/1982,56,74,65,No,0,5.9,4.2,,4.3,35.6,19,27,0,0,0,4.4,36.5,25.2,30.1,0,0,0,6.1
11/26/1982,56,74,65,No,0,6,4.2,,4.3,35.5,5.2,18.9,0,0,0,4.1,36.5,17.9,26.1,0,0,0,6.9
11/27/1982,56,74,65,No,0,6.1,4.2,,4.4,39.8,6.8,23.6,0,0,0,2.9,38.8,19.4,29.3,0,0,0,4.2
11/28/1982,56,74,65,No,0,6.1,4.2,,4.4,40.1,27.6,33.8,0.104,0.092,0.084,7,39.6,31.3,35.8,0.092,0.088,0.028,9.4
11/29/1982,56,74,65,No,0,7.3,4.5,,4.5,40.2,30.7,35.6,0.309,0.251,0.414,10.6,41,36.5,38.1,0.26,0.238,0.166,14.3
11/30/1982,56,74,65,No,0,9.2,5.3,,5,38.2,29.2,33.3,0.445,0.168,1.96,7.3,38.5,32.4,35,0.422,0.206,1.517,13.2
12/1/1982,56,77,66.5,No,0,12.1,6.1,,6.1,35.2,30.8,32.1,0.971,0.028,6.585,5.4,35.7,32,32.6,0.787,0.044,5.208,10.6
12/2/1982,56,77,66.5,No,0,12.8,6.5,,6.7,32,23.7,29.4,0.024,0,0.222,6.8,33.3,27.4,31.2,0.008,0,0.083,10.8
12/3/1982,56,77,66.5,No,0,13.1,6.7,,6.8,38.1,23.6,30.8,0,0,0,6.5,36.1,27.4,31.9,0,0,0,8.3
12/4/1982,56,77,66.5,No,0,13.3,6.7,,6.9,38.8,28.6,33.7,0,0,0,3,37.9,29.8,33.8,0,0,0,4.1
12/5/1982,56,77,66.5,No,0,13.5,6.7,,7,37.7,29,33.4,0,0,0,6.1,36.9,30.4,33.7,0,0,0,7.9
12/6/1982,57,77,67,No,0,13.8,6.8,,7,37.6,31.7,34.5,0.251,0.116,0.939,7.7,37.1,32.1,35,0.172,0.116,0.387,11.1
12/7/1982,57,77,67,No,0,14.6,6.8,,7.2,33.4,21.8,27.6,0.2,0.008,1.381,10.5,34.2,25.4,29.2,0.104,0.004,0.802,16.6
12/8/1982,57,77,67,No,0,15,7.2,,7.4,27.2,7.6,17.1,0,0,0.028,7.5,27.2,13.3,21.2,0,0,0.028,15.2
12/9/1982,57,77,67,No,0,15.2,7.3,,7.5,36.9,10.9,22.4,0,0,0,4.9,34.8,16.9,25.2,0,0,0,6.7
12/10/1982,57,77,67,No,0,15.3,7.5,,7.6,36,16.2,26.3,0,0,0,4,34.2,21,28.5,0,0,0,6.4
12/11/1982,57,77,67,No,0,15.4,7.5,,7.6,34.4,12,23.9,0,0,0,2.5,32.6,18.1,26.3,0,0,0,4.5
12/12/1982,57,77,67,No,0,15.4,7.5,,7.6,35.4,20.2,28.3,0,0,0,2,34.2,23.2,29.5,0,0,0,3
12/13/1982,57,77,67,No,0,15.7,7.5,,7.7,30,23.3,27.2,0.234,0.004,1.681,5.1,31.7,26.1,28.9,0.148,0,1.076,10
12/14/1982,57,77,67,No,0,16.1,7.5,,8,29.6,24.9,27.6,0,0,0.056,6.5,30.5,25.6,28.3,0,0,0.056,9.2
12/15/1982,57,77,67,No,0,16.6,7.5,,8.1,35.5,25.8,30.5,0.052,0.008,0.445,6.2,35.2,28.3,31.8,0.064,0.016,0.472,8.5
12/16/1982,57,77,67,No,0,17.5,7.5,,8.3,45.1,30.8,37.3,0.028,0.02,0.056,4,42,31.8,35.9,0.044,0.04,0.056,5
12/17/1982,57,77,67,No,0,17.6,7.5,,8.3,41.6,34.7,38.4,0,0,0,6.6,39.7,33.3,36.2,0,0,0,9.9
12/18/1982,57,77,67,No,0,17.8,7.5,,8.4,36.7,20.2,31.2,0,0,0.028,5.7,36.6,23.6,31.6,0,0,0,8.4
12/19/1982,57,77,67,No,0,18,7.5,,8.4,41.8,20,31,0,0,0,4.3,40,23.5,31.5,0,0,0,6.2
12/20/1982,57,77,67,No,0,18.1,7.6,,8.4,40.4,17.5,29.3,0.028,0.028,0,5.3,37.9,21.5,30.1,0.036,0.036,0,5.7
12/21/1982,57,77,67,No,0,18.3,7.7,,8.5,40.5,33.6,37.4,0.116,0.116,0,9.4,42.1,34.3,38.5,0.144,0.144,0,11.9
12/22/1982,57,77,67,No,0,19.3,7.7,,8.6,40.5,35.6,37.6,0.366,0.336,0.222,12,41.9,36.5,38.4,0.309,0.309,0,17
12/23/1982,57,77,67,No,0,21.3,9.1,,9.1,39.7,28.3,34.6,0.376,0.305,0.527,12,40.1,29.3,35.2,0.292,0.292,0.084,16.7
12/24/1982,57,77,67,No,0,22.3,9.7,,9.6,31.2,19.9,27.3,0.024,0,0.223,13.9,32,25.3,29.1,0.004,0,0.056,20
12/25/1982,57,77,67,No,0,22.5,9.7,,9.7,30.1,11.1,20.4,0,0,0,6.3,29,15.4,22.9,0,0,0,12.1
12/26/1982,57,77,67,No,0,22.8,10,,9.8,30,13.3,23.2,0,0,0,2.6,30.3,19.1,25.9,0,0,0,3.2
12/27/1982,57,77,67,No,0,22.8,10,,9.8,27.2,15.3,23.3,0.02,0,0.223,9.8,28.8,19.8,25.5,0.008,0,0.112,13.7
12/28/1982,57,77,67,No,0,23,10,,9.9,22.5,10.1,16.6,0,0,0,5.5,23.7,13.8,18.2,0,0,0,7.7
12/29/1982,57,77,67,No,0,23.3,10.1,,9.9,24.4,6.9,15.9,0,0,0,5.4,24.6,12.6,18.3,0,0,0,8.1
12/30/1982,57,77,67,No,0,23.3,10.2,,9.9,20.4,2.6,12,0,0,0,6.6,21.3,6,13.9,0,0,0,10.6
12/31/1982,57,77,67,No,0,23.3,10.6,,10,25.1,5.6,15.2,0,0,0,2.4,25.3,10.8,17.8,0,0,0,4.6
1/1/1983,57,81,69,No,0,23.3,10.9,,10,28.3,5.6,16.5,0,0,0,2.6,28,10.1,18.4,0,0,0,3.5
1/2/1983,57,81,69,No,0,23.5,10.9,,10,32.2,5.4,17.9,0,0,0,3.3,31.1,9.7,19.7,0,0,0,4.6
1/3/1983,57,81,69,No,0,23.5,10.9,,10.1,32.6,13.7,24.6,0.004,0,0.14,2.9,32,15.9,25.1,0,0,0.084,3.7
1/4/1983,57,81,69,No,0,23.5,10.9,,10.1,36.6,21.3,29.8,0.056,0,0.443,5.8,34.9,23.4,29.8,0.04,0,0.332,6.5
1/5/1983,57,81,69,No,0,23.5,10.9,,10.1,42.2,33.2,37,0,0,0,5.6,38.8,33.1,35.6,0,0,0,6.3
1/6/1983,57,81,69,No,0,23.5,10.9,,10.2,46.6,38.5,42.2,0,0,0,4.5,43.9,36,39.2,0,0,0,4.7
1/7/1983,57,81,69,No,0,23.5,10.9,,10.2,42.5,34.5,37.5,0.143,0.136,0.056,5.1,41.7,32.5,36,0.076,0.076,0,5.3
1/8/1983,57,81,69,No,0,23.5,10.9,,10.3,40.9,25.5,34.2,0.098,0.086,0.083,11.6,39.6,27,33.4,0.052,0.052,0,18
1/9/1983,57,81,69,No,0,23.6,11,,10.5,30.9,22.1,25.7,0,0,0,7.2,31.3,21.2,25.6,0,0,0,9.9
1/10/1983,57,81,69,No,0,24.5,11.4,,10.5,39,22.2,30.1,0,0,0,6.7,36,21.7,27.9,0,0,0,7.9
1/11/1983,57,81,69,No,0,24.5,11.5,,10.5,42.6,25.3,33.5,0,0,0,3.8,38.7,25.4,30.9,0,0,0,4.5
1/12/1983,57,81,69,No,0,24.8,11.5,,10.5,42.3,19.7,29.4,0,0,0,3.1,37.8,20.6,28.5,0,0,0,4.5
1/13/1983,57,81,69,No,0,24.8,11.5,,10.6,43,22.5,31.2,0,0,0,3.2,38.2,21.3,28.8,0,0,0,5.2
1/14/1983,57,81,69,No,0,24.8,11.5,,10.6,41.5,22.8,30.4,0,0,0,3.5,35.6,24.1,29.7,0,0,0,5.3
1/15/1983,57,81,69,No,0,25.1,11.5,,10.6,41.7,20.9,29.9,0,0,0,3,36.1,21.2,28.4,0,0,0,4.5
1/16/1983,57,81,69,No,0,25.3,11.5,,10.6,41.9,23,30.8,0.052,0.008,0.303,3.5,37.5,23.5,30.2,0.118,0.008,0.773,5
1/17/1983,57,81,69,No,0,25.3,11.5,,10.7,38.8,30.8,33.9,0.171,0.068,0.746,2.9,36,31,32.9,0.147,0.036,0.801,4.2
1/18/1983,57,81,69,No,0,25.3,11.5,,10.8,35.8,27.9,32.4,0,0,0,5,34.9,27.4,31.5,0,0,0,7
1/19/1983,57,81,69,No,0,25.3,11.5,,10.8,38.3,23.6,30.5,0.024,0.012,0.112,4.1,35.6,23.1,29.2,0.04,0.004,0.334,6.3
1/20/1983,57,81,69,No,0,25.3,11.5,,11,34.8,28.1,31.7,0.208,0,1.518,3.5,33.4,27.9,30.8,0.16,0,1.131,4
1/21/1983,57,81,69,No,0,25.3,11.5,,11.1,31.3,27.2,29.3,0.255,0,1.876,5,30.8,27.2,29.4,0.228,0,1.631,6.7
1/22/1983,57,81,69,No,0,25.3,11.5,,11.2,34,22.6,28.5,0.028,0,0.334,4.1,33,22.6,28.2,0.04,0,0.361,5.4
1/23/1983,57,81,69,No,0,25.3,11.9,,11.4,36.2,25.4,32.2,0.084,0.024,0.526,5,35.1,25.9,31.3,0.076,0.024,0.472,5.7
1/24/1983,57,81,69,No,0,26.3,12.2,,11.5,39.9,21.9,30.3,0.241,0.051,1.322,4.5,38.7,23.9,30.6,0.216,0.056,1.129,5.6
1/25/1983,57,81,69,No,0,27.5,12.5,,11.8,34.4,26.1,31.7,0.052,0,0.444,3.5,33.3,26.6,30.8,0.02,0,0.222,5.3
1/26/1983,57,81,69,No,0,27.7,12.7,,11.9,44,22.2,32.4,0,0,0.028,4.5,42.3,24.1,32.1,0,0,0.056,5.4
1/27/1983,57,81,69,No,0,28.4,13,,12,46.9,34.7,39,0.22,0.193,0.193,7.5,44.6,33.5,37.9,0.247,0.231,0.111,9
1/28/1983,57,81,69,No,0,28.4,13,,12.2,36.6,25,33.4,0.197,0.112,0.607,3.6,35.1,24,32.6,0.143,0.108,0.25,6.3
1/29/1983,57,81,69,No,0,28.4,13.4,,12.4,36.2,21.4,28.1,0.283,0.004,1.986,4.7,35.4,22,28,0.279,0,1.985,6.9
1/30/1983,57,81,69,No,0,29.7,13.8,,12.7,35.1,27.5,31.3,0.219,0,1.6,4.6,34.1,27.2,31.6,0.116,0,0.827,7.9
1/31/1983,57,81,69,No,0,29.8,13.8,,12.8,32.7,17.7,25.5,0,0,0,7.3,32.7,20.7,26.2,0,0,0,8.3
2/1/1983,57,68,62.5,No,0,29.8,13.8,,12.8,30.7,22.7,26.4,0,0,0,6,30.7,23.5,26.9,0,0,0,7.7
2/2/1983,57,68,62.5,No,0,30.1,13.8,,12.8,31.6,22.7,26.9,0,0,0.084,5.4,31.2,24.6,27.4,0,0,0,6.2
2/3/1983,57,68,62.5,No,0,30.1,13.8,,12.9,32.9,11.2,21.6,0,0,0,5.4,32.4,17.1,23.3,0,0,0,8
2/4/1983,57,68,62.5,No,0,30.3,13.9,,12.9,30.8,8,19.8,0,0,0,5.1,29.2,12.2,20.9,0,0,0,6.8
2/5/1983,57,68,62.5,No,0,30.6,14.2,,13,32.9,17.3,25.5,0,0,0,3.5,31.9,19.5,26.2,0,0,0,4.1
2/6/1983,57,68,62.5,No,0,30.6,14.2,,13,33.6,14.3,24.5,0,0,0,6.2,33.6,16.2,24.6,0,0,0,7.3
2/7/1983,57,68,62.5,No,0,30.6,14.8,,13.2,34.8,25.4,29.4,0.411,0.004,2.923,8.3,34.3,27.3,30.8,0.359,0.004,2.593,10.5
2/8/1983,57,68,62.5,No,0,30.6,15.7,,13.5,36.1,22.1,31.2,0.22,0.064,1.103,4.9,35.6,25.4,31.4,0.199,0.04,1.13,7.7
2/9/1983,57,68,62.5,No,0,30.6,16.6,,13.8,38.6,29.1,33,0.11,0.095,0.111,6.2,38.3,27.8,32.2,0.111,0.103,0.056,12
2/10/1983,57,68,62.5,No,0,33.2,16.8,,14,34.8,28.4,31.7,0.135,0.044,0.637,8.3,33.8,27.8,31.6,0.1,0.048,0.36,11
2/11/1983,57,68,62.5,No,0,33.2,16.8,,14.2,39.8,18.7,28.3,0,0,0,3.5,36.7,20,27.7,0,0,0,5.8
2/12/1983,57,68,62.5,No,0,33.2,16.8,,14.3,46.3,20.3,33.4,0.016,0.016,0,6.2,41.4,23.3,32.3,0.103,0.103,0,8
2/13/1983,57,68,62.5,No,0,33.2,17.1,,14.4,40.7,31.9,36,0.773,0.612,1.131,7.2,38.3,32.5,35.3,0.753,0.685,0.469,9.1
2/14/1983,57,68,62.5,No,0,34,17.6,,14.8,36.4,27.1,32.6,0.048,0.016,0.25,4,34.5,26.2,31.7,0.004,0.004,0.028,6.5
2/15/1983,57,68,62.5,No,0,34.1,17.6,,14.9,39.5,19.4,29.7,0,0,0,3.8,36.6,19.1,28.5,0,0,0,5.5
2/16/1983,57,68,62.5,No,0,34.4,18,,15,35.8,26.7,31.8,0.076,0.056,0.14,4.8,34.6,27.2,31.3,0.028,0.028,0,5.6
2/17/1983,57,68,62.5,No,0,34.4,18.1,,15,40.9,22.2,31.3,0.012,0.008,0.028,4.9,38.6,23.6,31.1,0.02,0.016,0.028,6
2/18/1983,57,68,62.5,No,0,34.4,18.8,,15.1,45.9,25.3,35.2,0.159,0.128,0.221,7.7,44.2,27.1,34.7,0.1,0.1,0,10.8
2/19/1983,57,68,62.5,No,0,35.3,18.8,,15.5,35.8,28.9,32.5,0.048,0.016,0.334,5.5,34.2,29.7,32.3,0.004,0.004,0.056,8.6
2/20/1983,57,68,62.5,No,0,35.4,19,,15.7,38.8,20.4,29.4,0,0,0,3.7,36.4,22.9,29.5,0,0,0,4.5
2/21/1983,57,68,62.5,No,0,35.5,19.1,,15.8,41.6,21.3,31.3,0,0,0,2.8,38.5,23.5,30.6,0,0,0,4.3
2/22/1983,57,68,62.5,No,0,35.7,19.3,,15.8,42.3,21.5,32.2,0,0,0,3.5,38.5,23.2,31.1,0,0,0,5.1
2/23/1983,57,68,62.5,No,0,35.7,19.3,,15.9,49.7,23.5,35.3,0,0,0,3.7,44.5,24.8,33.6,0,0,0,5.5
2/24/1983,57,68,62.5,No,0,35.7,19.3,,15.9,51.7,24.4,36.9,0,0,0,4,46.2,24.9,34.8,0,0,0,5.7
2/25/1983,57,68,62.5,No,0,36.1,19.6,,16,43.7,29.1,35.8,0.099,0.099,0,10.3,41.3,28.9,35.6,0.092,0.092,0,12.5
2/26/1983,57,68,62.5,No,0,36.1,19.8,,16.1,38,31,34.5,0.18,0.16,0.14,9,36.9,30.2,34.9,0.156,0.148,0.056,12.1
2/27/1983,57,68,62.5,No,0,36.1,20.6,,16.4,40.5,27.3,32.6,0.251,0.223,0.223,10.7,39.6,28.2,33.6,0.279,0.243,0.25,11.4
2/28/1983,57,68,62.5,No,0,36.1,21.3,,16.9,43.2,28.3,35.4,0.201,0.107,0.662,6.7,41,28.2,35.1,0.142,0.068,0.524,10
3/1/1983,57,53,55,No,0,36.1,22.3,,17.2,48.3,37.6,41.6,0.052,0.052,0,11.2,51.2,39.4,43.9,0.04,0.04,0,13.5
3/2/1983,57,53,55,No,0,36.1,22.3,,17.5,46.2,35.3,40.8,0.02,0.02,0,10.6,46.9,39,43.4,0.004,0.004,0,12
3/3/1983,57,53,55,No,0,37.1,22.5,,17.9,51.4,28.7,39.1,0.047,0.047,0,7.8,49,33.7,40.9,0.016,0.016,0,10.1
3/4/1983,57,54,55.5,No,0,37.1,22.5,,18.2,42.5,32,37.7,0.184,0.184,0,4.7,41.1,33.2,37.8,0.1,0.1,0,7.2
3/5/1983,57,54,55.5,No,0,37.1,22.5,,18.5,41.5,35.8,38.3,0.016,0.016,0,5.6,41.2,35.2,38.2,0,0,0,6.5
3/6/1983,57,55,56,No,0,37.1,22.5,,18.7,43.4,34.7,38.6,0.02,0.02,0,8.1,43.2,36.2,39.4,0.008,0.008,0,8.5
3/7/1983,57,56,56.5,No,0,37.6,22.5,,18.7,38.1,29.9,35.1,0.301,0.212,0.636,7.1,39.8,32.3,36.5,0.222,0.188,0.249,8.3
3/8/1983,57,56,56.5,No,0,38.3,22.5,,18.9,45.9,30.6,39.2,0.012,0.012,0,3.2,44.6,32.6,39.2,0.004,0.004,0,5.3
3/9/1983,57,56,56.5,No,0,38.3,22.5,,18.9,52.4,30,41,0,0,0,3.8,50.6,33.3,41.5,0,0,0,4.9
3/10/1983,57,56,56.5,No,0,38.5,22.8,,19,55.7,30.4,42.4,0,0,0,4.1,52.9,35.9,44.1,0,0,0,6.1
3/11/1983,57,56,56.5,No,0,39.2,22.8,,19.1,50.6,35.3,42.9,0.269,0.269,0,8.4,54.7,42.2,47.8,0.126,0.126,0,9.4
3/12/1983,57,56,56.5,No,0,40.2,23.1,,19.2,54.1,29.1,42.5,0,0,0,7.8,53.3,35.1,45.2,0,0,0,7
3/13/1983,57,56,56.5,No,0,40.2,23.1,,19.2,53.6,35.6,43,0.34,0.34,0,9.2,52.4,42.1,46.8,0.383,0.383,0,12.7
3/14/1983,57,66,61.5,No,0,40.2,23.3,,19.5,44.7,33.5,40.3,0.292,0.284,0.056,7.6,45.2,39.2,42.5,0.205,0.205,0,10.1
3/15/1983,57,66,61.5,No,0,40.2,23.5,,19.7,44.3,29.4,36.6,0,0,0,11,44,34.1,38.6,0,0,0,14.3
3/16/1983,57,66,61.5,No,0,40.2,23.6,,19.8,43.2,27.9,36.3,0.004,0.004,0.028,6,42.2,32.2,38.2,0,0,0,10.2
3/17/1983,57,71,64,No,0,42.6,23.6,,20.1,38.9,31.7,34.8,0.252,0.096,1.077,5.5,38.7,34.6,36.6,0.224,0.108,0.801,8.5
3/18/1983,57,72,64.5,No,0,42.6,23.8,,20.4,38.1,31.4,35.1,0.128,0.052,0.527,4,39,32.4,35.8,0.104,0.064,0.277,5.6
3/19/1983,57,73,65,No,0,42.6,24.1,,20.7,34.9,28,32.3,0.266,0.04,1.627,6.7,35.4,29.1,33.2,0.168,0.036,0.911,9.7
3/20/1983,57,74,65.5,No,0,42.6,24.3,,20.9,35.9,19.4,29.2,0,0,0,4.5,36,23.2,30.4,0,0,0,6.8
3/21/1983,57,74,65.5,No,0,42.6,24.3,,21.1,40.5,10.1,27.2,0,0,0,4.2,42,18.7,30.9,0,0,0,6.2
3/22/1983,57,75,66,No,0,42.6,24.3,,21.3,42.8,24.9,34.5,0.106,0.098,0.055,7.1,42.6,30.7,36.8,0.138,0.134,0.028,10.4
3/23/1983,57,75,66,No,0,42.6,24.6,,21.5,38.5,29.3,35.5,0.397,0.238,1.108,8.3,41,34.2,38.2,0.234,0.191,0.303,10.9
3/24/1983,57,76,66.5,No,0,42.6,25,,21.9,37.2,22.2,30,0.241,0.06,1.297,5.8,38.2,31.7,33.9,0.277,0.092,1.298,10.6
