Date,Avg Salt Lake,Flood y/n,Flood,Atwater (1308) Snow Water Equivalent (in) Start of Day Values,Brighton (366) Snow Water Equivalent (in) Start of Day Values,Dry Fork (906) Snow Water Equivalent (in) Start of Day Values,Lookout Peak (596) Snow Water Equivalent (in) Start of Day Values,Louis Meadow (972) Snow Water Equivalent (in) Start of Day Values,Mill-D North (628) Snow Water Equivalent (in) Start of Day Values,Parleys Upper (856) Snow Water Equivalent (in) Start of Day Values,Snowbird (766) Snow Water Equivalent (in) Start of Day Values,UTAH SWE,Salt Lake CityTemp_Max (°F),Salt Lake CityTemp_min (°F),Salt Lake CityTemp_mean (°F),Salt Lake CityPrecipitation_sum (inch),Salt Lake CityRain_sum (inch),Salt Lake CitySnowfall_sum (inch),Salt Lake CityWindspeed_10m_max (mp/h),SnowbirdTemp_Max (°F),SnowbirdTemp_min (°F),SnowbirdTemp_mean (°F),SnowbirdPrecipitation_sum (inch),SnowbirdRain_sum (inch),SnowbirdSnowfall_sum (inch),SnowbirdWindspeed_10m_max (mp/h)
9/26/1986,88,Yes,1,,0.7,,,,,,,0.8,37.5,24.7,30.8,0.232,0.096,0.967,6,51.1,37,42.7,0.268,0.268,0,8.1
9/27/1986,88,Yes,1,,1.1,,,,,,,1,38.4,26.4,32.4,0.605,0.202,2.84,5.8,51.3,37.9,43.7,0.505,0.505,0,5.5
9/28/1986,88,Yes,1,,1.6,,,,,,,1.1,38.7,27.5,32.8,0.06,0.004,0.387,4.4,50.9,39.5,44,0.072,0.072,0,7.3
9/29/1986,88,Yes,1,,1.5,,,,,,,1.1,39,14.6,28.1,0,0,0,4.9,50.9,31.1,42.3,0,0,0,6.3
9/30/1986,88,Yes,1,,1.4,,,,,,,1.1,35.7,18.1,28.6,0.288,0.084,1.436,6.1,48.2,36.1,42,0.178,0.178,0,7.6
10/1/1986,88,Yes,1,,3.2,,,,,,,1.1,41.8,24.1,31.1,0.31,0.278,0.249,4.9,51.5,33.2,40.9,0.159,0.159,0,5.8
10/2/1986,88,Yes,1,,3.7,,,,,,,1.3,37.5,29,33.4,0.484,0.24,1.735,4.1,44.7,38.1,41.2,0.435,0.435,0,4.6
10/3/1986,88,Yes,1,,4.2,,,,,,,1.5,39.4,31,34.5,0.048,0.032,0.139,6.2,48.7,39.8,43.8,0.184,0.184,0,9.1
10/4/1986,88,Yes,1,,4.1,,,,,,,1.5,45.2,23.3,34.3,0,0,0,3.9,55,33.5,44.4,0,0,0,5.4
10/5/1986,88,Yes,1,,4.1,,,,,,,1.4,51.2,24,36.3,0,0,0,4.5,58.7,32.3,46.4,0,0,0,5.7
10/6/1986,88,Yes,1,,4.1,,,,,,,1.3,55.3,25.1,39.8,0,0,0,4.3,62.6,34,49.1,0,0,0,3.4
10/7/1986,88,Yes,1,,4,,,,,,,1.2,55.4,29.9,42.5,0,0,0,3.8,63.9,36.5,51.3,0,0,0,2.6
10/8/1986,88,Yes,1,,3.9,,,,,,,1.1,57.3,31.6,43.8,0,0,0,5.1,66,38.2,52.6,0,0,0,3.7
10/9/1986,88,Yes,1,,3.7,,,,,,,1,58.5,30.3,43.7,0,0,0,5.4,68.7,38,53.5,0,0,0,4.6
10/10/1986,88.5,Yes,1,,3.5,,,,,,,0.9,54.9,32.1,42.8,0.06,0.06,0,8.1,65.6,39.9,52.2,0.012,0.012,0,7
10/11/1986,88.5,Yes,1,,3.3,,,,,,,0.9,38.5,27.5,33.4,0.108,0.032,0.526,7.8,48.1,33.6,42,0.032,0.032,0,11.1
10/12/1986,88.5,Yes,1,,3.2,,,,,,,0.9,41.5,23.5,31.2,0,0,0,6.8,46.5,28,36.8,0,0,0,8.1
10/13/1986,88.5,Yes,1,,3.2,,,,,,,0.9,46.9,26.6,35.7,0,0,0,5,53.8,36.3,44.3,0,0,0,3.8
10/14/1986,88.5,Yes,1,,2.7,,,,,,,0.9,51.8,27.7,38.8,0,0,0,4.5,59,32.7,46.2,0,0,0,2.9
10/15/1986,88.5,Yes,1,,3.1,,,,,,,0.8,55.9,27.3,40,0,0,0,4.9,63.6,31.4,47.3,0,0,0,3.5
10/16/1986,88.5,Yes,1,,3.1,,,,,,,0.8,57.4,29.7,41.9,0,0,0,5.2,66.9,34.6,49.4,0,0,0,6
10/17/1986,88.5,Yes,1,,2.9,,,,,,,0.8,55.5,32.5,42.6,0.02,0.02,0,8.1,66.1,37.4,50.5,0.008,0.008,0,10
10/18/1986,88.5,Yes,1,,3.2,,,,,,,0.8,49.8,32.1,39.6,0.159,0.147,0.083,5.6,58.4,36.9,47.1,0.104,0.104,0,6.1
10/19/1986,89,Yes,1,,3.5,,,,,,,0.8,48.3,31,37.5,0.139,0.139,0,9,56.1,38.5,45.4,0.064,0.064,0,4.3
10/20/1986,89,Yes,1,,3.7,,,,,,,0.9,48.1,27.6,36.3,0.158,0.154,0.028,4.5,55.2,34.3,44.5,0.012,0.012,0,4.7
10/21/1986,89,Yes,1,,3.7,,,,,,,0.9,44.8,29.9,36.8,0.056,0.052,0.028,5.8,52.7,35.7,44.7,0.052,0.052,0,6.7
10/22/1986,89,Yes,1,,3.6,,,,,,,1,48.1,33.5,39.6,0.028,0.028,0,3.5,56.1,40.6,48.1,0,0,0,4
10/23/1986,89,Yes,1,,3.6,,,,,,,1,50.8,31.7,39.4,0.13,0.13,0,4.3,59.3,38.4,47.8,0,0,0,4.5
10/24/1986,89,Yes,1,,3.6,,,,,,,0.9,50.7,26.8,38.8,0.02,0.02,0,5.9,60.7,33.8,47.7,0,0,0,3.8
10/25/1986,89.5,Yes,1,,3.6,,,,,,,0.9,51.3,30.5,40.4,0,0,0,7.5,60.2,39.2,50.1,0,0,0,6.8
10/26/1986,89.5,Yes,1,,3.6,,,,,,,0.9,55.4,29.6,41.6,0,0,0,3.9,61.9,34.4,48.5,0,0,0,4
10/27/1986,89.5,Yes,1,,3.6,,,,,,,0.9,57,35.7,44.8,0,0,0,7.1,65.3,40.8,52.6,0,0,0,8.1
10/28/1986,89.5,Yes,1,,3.5,,,,,,,0.9,52.5,33.8,43.1,0,0,0,4.1,61.9,43.9,53.6,0,0,0,5.3
10/29/1986,89.5,Yes,1,,3.5,,,,,,,0.9,55.7,33.6,43.3,0,0,0,7,65.4,40.2,51.2,0,0,0,6.7
10/30/1986,89.5,Yes,1,,3.5,,,,,,,0.9,45.6,31.6,39.1,0.175,0.167,0.084,9.6,55.8,42.5,46.5,0.116,0.116,0,13.7
10/31/1986,89.5,Yes,1,,4.1,,,,,,,0.9,39.1,28.5,32.7,0.091,0.032,0.5,6.2,47.2,35.4,41.1,0.008,0.008,0,12
11/1/1986,89.5,Yes,1,,4.2,,,,,,,1.1,41.4,29.2,34.1,0.004,0,0.084,10.2,52,36,41.7,0.004,0.004,0,12.3
11/2/1986,89.5,Yes,1,,3.7,,,,,,,1.1,45.9,27.6,35.3,0,0,0,5.6,50.6,36.6,41.9,0,0,0,7.8
11/3/1986,89.5,Yes,1,,2.7,,,,,,,1.1,47,28,35.3,0,0,0,6.1,50.6,35.9,42,0,0,0,7.5
11/4/1986,89.5,Yes,1,,2.3,,,,,,,1.1,45.8,26.1,35.1,0,0,0,6,52.7,31.8,43.1,0,0,0,5.9
11/5/1986,89.5,Yes,1,,1.8,,,,,,,1.1,50,28.7,37.6,0,0,0,5.4,56.6,33.8,43.7,0,0,0,7.3
11/6/1986,89.5,Yes,1,,2.4,,,,,,,1.1,35.7,20.9,27.4,0.478,0,3.335,6.2,46.4,30.7,35.2,0.374,0.096,1.958,12.7
11/7/1986,89.5,Yes,1,,3.2,,,,,,,1.4,23.5,16.3,19.8,0.386,0,2.784,6.2,32.6,25.1,28.4,0.188,0.012,1.215,5.5
11/8/1986,89.5,Yes,1,,4.4,,,,,,,1.7,20.2,11,16,0.417,0,2.953,8.3,31.6,23,27.1,0.143,0,1.047,9.1
11/9/1986,89.5,Yes,1,,4.9,,,,,,,1.8,25.7,6.7,16,0.048,0,0.359,5.9,34.6,16.3,25.4,0.004,0,0.056,8.3
11/10/1986,89.5,Yes,1,,5.3,,,,,,,2,23,8.3,18.1,0.068,0,0.524,5.8,34.6,22.5,29.2,0.008,0,0.083,5.4
11/11/1986,89.5,Yes,1,,5.5,,,,,,,2,33,1.7,17.1,0,0,0,4.3,42.4,16,29.2,0,0,0,4.8
11/12/1986,89.5,Yes,1,,5.7,,,,,,,2,32.5,16.4,28.3,0.008,0,0.168,5.4,41.8,31.9,37.8,0,0,0,5.1
11/13/1986,89.5,Yes,1,,6,,,,,,,2,39,11.4,23.1,0,0,0,6,42.3,16.7,30.4,0,0,0,6.7
11/14/1986,89.5,Yes,1,,6.2,,,,,,,2,41.3,19,28.3,0,0,0,6.5,46.3,26.4,35.2,0,0,0,11.2
11/15/1986,89.5,Yes,1,,6.3,,,,,,,2,38.8,19,29.1,0.004,0.004,0,6.7,51.6,30.9,40,0,0,0,7.5
11/16/1986,89.5,Yes,1,,6.5,,,,,,,2,38.1,19.8,30.8,0,0,0,8.4,48.9,33,42.2,0,0,0,7.3
11/17/1986,89.5,Yes,1,,6.5,,,,,,,2.1,37.6,24.9,31.8,0.04,0.004,0.249,6.7,51.7,34.5,42.2,0,0,0,8.9
11/18/1986,89.5,Yes,1,,6.6,,,,,,,2.1,41.1,16.8,28.8,0.275,0.192,0.58,5,48.9,26,37.5,0.351,0.351,0,6.3
11/19/1986,89.5,Yes,1,,6.7,,,,,,,2.2,35,20.4,31.8,0.156,0.108,0.333,6.6,44.8,30.9,39.5,0.052,0.052,0,10.9
11/20/1986,89.5,Yes,1,,6.8,,,,,,,2.2,40.7,12,26,0,0,0,6.1,52.5,25.3,36.7,0,0,0,6
11/21/1986,89.5,Yes,1,,6.9,,,,,,,2.2,38.4,22.5,30.5,0.169,0.096,0.58,5.2,49.6,31.5,37.9,0.11,0.11,0,8.9
11/22/1986,89.5,Yes,1,,7.6,,,,,,,2.3,29.5,19.5,23.5,0.048,0,0.556,6.4,40,26.6,32.6,0.012,0,0.14,7.6
11/23/1986,89,Yes,1,,7.7,,,,,,,2.4,28.7,13.8,22.4,0.008,0,0.196,4.8,38.1,26.8,32.1,0,0,0.056,4.8
11/24/1986,89,Yes,1,,7.8,,,,,,,2.4,38.3,11.1,23.8,0,0,0,3.7,45.7,23.6,32.9,0,0,0,6.1
11/25/1986,89,Yes,1,,7.9,,,,,,,2.4,32.8,22,27.9,0.06,0,0.441,6.4,37.2,27.8,32.7,0.044,0.036,0.056,8.1
11/26/1986,89,Yes,1,,7.9,,,,,,,2.4,34.5,6.2,20.1,0,0,0,3.9,39.9,18.4,28.6,0,0,0,6.2
11/27/1986,89,Yes,1,,7.9,,,,,,,2.5,40.3,16.4,25.8,0,0,0,5.9,50.4,25.3,34.7,0,0,0,6.5
11/28/1986,89,Yes,1,,7.9,,,,,,,2.5,42.3,20,29,0,0,0,6.6,53.4,27.8,37.5,0,0,0,7.5
11/29/1986,89,Yes,1,,8,,,,,,,2.5,39.8,25.2,30.6,0.212,0.024,1.296,6.7,50.7,31.4,37.7,0.186,0.13,0.386,7.8
11/30/1986,89,Yes,1,,8.3,,,,,,,2.7,26.7,8.5,22.7,0.128,0,0.883,6.8,33.3,20.7,29,0.08,0,0.58,7
12/1/1986,89,Yes,1,,8.5,,,,,,,2.7,33.9,3.2,16.9,0,0,0,4,37.3,11.1,23,0,0,0,3.5
12/2/1986,89,Yes,1,,8.6,,,,,,,2.8,38.5,6.6,19.7,0,0,0,3.2,44.9,17.2,29,0,0,0,3.2
12/3/1986,89,Yes,1,,8.6,,,,,,,2.8,38.4,9.1,21.5,0,0,0,3.1,46.2,20.3,31.2,0,0,0,2.8
12/4/1986,89,Yes,1,,8.6,,,,,,,2.8,38.7,9.1,22.8,0,0,0,5.3,48,21,32.3,0,0,0,6
12/5/1986,89,Yes,1,,8.7,,,,,,,2.8,39.8,22,29.6,0,0,0,6.5,50.9,27,38.1,0,0,0,7.8
12/6/1986,89,Yes,1,,8.8,,,,,,,2.9,30.3,25.1,27.5,0.056,0,0.639,5,42.6,31.4,36.8,0.016,0.016,0,7.8
12/7/1986,89,Yes,1,,8.9,,,,,,,3,30.9,19.4,25.3,0,0,0,5.2,35.6,28.6,31.3,0.036,0.004,0.28,6.7
12/8/1986,89,Yes,1,,8.9,,,,,,,3.1,27.4,15.3,21.6,0.072,0,0.523,6,33.7,24.6,28.5,0.012,0.004,0.167,5.1
12/9/1986,89,Yes,1,,8.9,,,,,,,3.1,16,2,11.8,0.103,0,0.8,7.8,25.4,17.1,21,0.032,0,0.277,11.9
12/10/1986,88.5,Yes,1,,8.9,,,,,,,3.1,19.5,-12.5,3.7,0,0,0,3.7,27.3,4.6,16.5,0,0,0,5
12/11/1986,88.5,Yes,1,,8.9,,,,,,,3.1,27.8,-4.3,9.6,0,0,0,3.6,30,5.2,17.3,0,0,0,3.2
12/12/1986,88.5,Yes,1,,8.9,,,,,,,3.2,33.9,-0.3,14.4,0,0,0,4.5,39.3,6.7,21.9,0,0,0,3.2
12/13/1986,88.5,Yes,1,,8.9,,,,,,,3.2,32.4,1.5,14.5,0,0,0,5.5,41.5,15.9,26.6,0,0,0,4.4
12/14/1986,88.5,Yes,1,,8.9,,,,,,,3.2,34.5,4.6,16.6,0,0,0,5.2,44.4,15.3,27.5,0,0,0,4.9
12/15/1986,88.5,Yes,1,,8.9,,,,,,,3.2,35.9,7,18.1,0,0,0,5.4,46.1,19.5,29.6,0,0,0,5.6
12/16/1986,88,Yes,1,,8.9,,,,,,,3.2,34.5,11.2,20.6,0,0,0,4.7,44.4,22.5,31.1,0,0,0,5.4
12/17/1986,88,Yes,1,,8.9,,,,,,,3.2,33.8,3.2,16.3,0,0,0,4.1,40.8,17.3,27.4,0,0,0,4.7
12/18/1986,88,Yes,1,,8.9,,,,,,,3.2,33.3,0.7,15.2,0,0,0,4.2,41.5,15.6,27.3,0,0,0,4.9
12/19/1986,88,Yes,1,,8.9,,,,,,,3.2,31.4,12.7,20.2,0.04,0.004,0.389,3.7,39.8,23.7,29.7,0.04,0.032,0.056,4.4
12/20/1986,88,Yes,1,,8.9,,,,,,,3.3,32,6.4,18.1,0,0,0,4.5,40.5,19.1,28.2,0,0,0,5.4
12/21/1986,88,Yes,1,,8.9,,,,,,,3.3,29.4,2.4,15.4,0.004,0,0.028,4,37.1,14.8,24.9,0,0,0,4.7
12/22/1986,88,Yes,1,,8.9,,,,,,,3.3,35.2,-1.5,15.1,0,0,0,5,41.9,13.8,26.6,0,0,0,5.3
12/23/1986,88,Yes,1,,8.9,,,,,,,3.3,30.4,9.6,19,0,0,0,4.8,38.1,21.1,28.1,0,0,0,6.6
12/24/1986,88,Yes,1,,8.9,,,,,,,3.3,27.7,0.6,15.3,0,0,0,3.4,35.9,15.4,25.4,0,0,0,4
12/25/1986,88,Yes,1,,8.9,,,,,,,3.4,26,6,15.2,0,0,0,4.8,33,16.5,24,0,0,0,5.2
12/26/1986,88,Yes,1,,8.9,,,,,,,3.4,32.3,7.5,18.4,0,0,0,3.8,37.5,17.1,26.6,0,0,0,3.7
12/27/1986,88,Yes,1,,8.9,,,,,,,3.4,28.9,14.1,21.1,0,0,0,3.6,34.2,22.6,28,0,0,0,4.6
12/28/1986,88,Yes,1,,8.9,,,,,,,3.4,30.2,8.7,18.3,0,0,0,4.4,34.8,18.8,25,0,0,0,4.8
12/29/1986,88,Yes,1,,8.9,,,,,,,3.4,37.5,0.8,16.9,0,0,0,4.6,41.9,12.4,26.2,0,0,0,5.5
12/30/1986,88,Yes,1,,8.9,,,,,,,3.4,30.9,8.9,19.4,0,0,0,5.7,40.4,17.6,27.7,0,0,0,6.5
12/31/1986,88,Yes,1,,8.9,,,,,,,3.4,31.9,-6.2,12.2,0,0,0,4.3,40.4,9.7,24.9,0,0,0,3.7
1/1/1987,88,Yes,1,,8.9,,,,,,,3.5,34.6,12.5,22.6,0.134,0,0.937,5.2,42.5,21.7,30.7,0.016,0.012,0.028,6.8
1/2/1987,88,Yes,1,,9.8,,,,,,,3.8,26,4.5,20.5,0.464,0,3.307,9.7,32.8,17.5,28.2,0.191,0.056,0.939,7
1/3/1987,88,Yes,1,,9.9,,,,,,,3.9,35.6,2.2,21.3,0,0,0,6.1,41.7,12.7,28.4,0,0,0,8.4
1/4/1987,88,Yes,1,,10,,,,,,,3.9,31.8,23.2,26.9,0,0,0.056,6.6,42.8,30.6,34.2,0.032,0.032,0,7.2
1/5/1987,88,Yes,1,,11.2,,,,,,,4.2,30.1,22,24.7,0.536,0,3.775,5.6,34.7,27.5,30.5,0.424,0.048,2.591,5.8
1/6/1987,88.5,Yes,1,,12.1,,,,,,,4.7,22.9,7.2,18.8,0.072,0,0.609,4.9,29.6,16,26.2,0.144,0,0.994,3.4
1/7/1987,88.5,Yes,1,,12.2,,,,,,,4.8,21.6,-4.3,7.1,0,0,0,4.7,26.2,-0.3,13.1,0,0,0,5.1
1/8/1987,88.5,Yes,1,,12.3,,,,,,,4.9,14.9,-0.1,7.3,0,0,0,5.1,20.5,8.1,14.1,0,0,0.168,4.7
1/9/1987,88.5,Yes,1,,12.4,,,,,,,4.9,18.6,-0.4,7.5,0,0,0,3.5,19.9,-1.7,8.3,0,0,0,3
1/10/1987,88.5,Yes,1,,12.4,,,,,,,5,23.1,-5.2,7.2,0,0,0,2.9,22.2,-5.1,7.4,0,0,0,2.9
1/11/1987,88.5,Yes,1,,12.4,,,,,,,5,34.3,0.9,14.5,0,0,0,4.7,29.9,5.3,16.1,0,0,0,3.9
1/12/1987,88.5,Yes,1,,12.4,,,,,,,5,40.8,10.3,21.3,0,0,0,5.1,40.5,5.1,20.8,0,0,0,4.7
1/13/1987,89,Yes,1,,12.4,,,,,,,5,26.4,7.7,16.3,0,0,0,5.2,30.5,3.9,17.8,0,0,0,5.9
1/14/1987,89,Yes,1,,12.5,,,,,,,5,17.7,-1.4,8.9,0,0,0.112,4.6,24.2,-2.3,14.2,0.012,0,0.111,5.9
1/15/1987,89,Yes,1,,12.5,,,,,,,5.1,13.9,2.4,8,0.08,0,0.692,5.7,20.1,8.3,14.7,0.108,0,0.942,8
1/16/1987,89,Yes,1,,12.6,,,,,,,5.2,12.9,-3.4,3.8,0,0,0.224,5.5,14,3.2,8.5,0.004,0,0.028,7.3
1/17/1987,89,Yes,1,,12.6,,,,,,,5.3,12.6,-14.1,0.4,0,0,0,5,15.6,-5.2,5.6,0,0,0,5.1
1/18/1987,89,Yes,1,,12.6,,,,,,,5.3,20.5,-4.4,8,0.028,0,0.221,3.2,20.9,-2.6,9.7,0.02,0,0.166,4.1
1/19/1987,89,Yes,1,,12.7,,,,,,,5.4,18.6,5.4,14.2,0.128,0,0.995,7.2,24.5,15.1,20.5,0.12,0,0.996,8.9
1/20/1987,89.5,Yes,1,,12.9,,,,,,,5.5,11.9,-14,0.5,0,0,0,4.3,16.6,-10.2,7,0,0,0,6.2
1/21/1987,89.5,Yes,1,,12.9,,,,,,,5.5,21.2,-8.7,5.6,0,0,0,2.9,21.4,-4.4,8.9,0,0,0,2.9
1/22/1987,89.5,Yes,1,,13,,,,,,,5.5,28.5,-3.4,10.3,0,0,0,3.4,28.6,-3.3,11.4,0,0,0,3.9
1/23/1987,89.5,Yes,1,,13,,,,,,,5.6,30.1,6.1,17.3,0.016,0,0.195,5.7,34.3,7.3,20.5,0,0,0.14,5.5
1/24/1987,89.5,Yes,1,,13.2,,,,,,,5.6,28.3,15.5,21.9,0.116,0,0.884,6.5,34.3,21,28.1,0.024,0.004,0.195,6
1/25/1987,89.5,Yes,1,,13.4,,,,,,,5.7,33.3,24.9,28.1,0.216,0,1.518,5.1,37.2,29.9,32.9,0.092,0.032,0.471,6.1
1/26/1987,89.5,Yes,1,,13.6,,,,,,,5.8,36.7,20.1,27,0,0,0,3.7,40.5,20.8,31,0,0,0,5.8
1/27/1987,90,Yes,1,,13.6,,,,,,,5.8,38.6,13.2,24.9,0,0,0,6.3,44.7,15.1,29.3,0,0,0,9
1/28/1987,90,Yes,1,,13.8,,,,,,,5.9,33.7,15,27,0.579,0.008,4.024,9.5,38.1,21.9,33.1,0.331,0.264,0.47,10.6
1/29/1987,90,Yes,1,,14.9,,,,,,,6.3,30.4,7.4,16.6,0,0,0,5,36.7,12.3,23,0,0,0,4
1/30/1987,90,Yes,1,,14.9,,,,,,,6.4,33,12.5,21.3,0,0,0.028,6.6,40.9,16.4,26.7,0,0,0,6.2
1/31/1987,90.5,Yes,1,,14.9,,,,,,,6.4,29,16.1,23.4,0,0,0.056,5.9,35.6,24.6,30.4,0,0,0,6.5
2/1/1987,90.5,Yes,1,,14.9,,,,,,,6.4,37.2,13.2,23.5,0,0,0,5,43,19.3,29.6,0,0,0,5.8
2/2/1987,90.5,Yes,1,,14.9,,,,,,,6.4,37.9,21.3,29.1,0,0,0,5,47.2,24.4,35.1,0,0,0,6.9
2/3/1987,90.5,Yes,1,,14.9,,,,,,,6.4,33.6,22.2,27.8,0.084,0,0.607,4.8,43.2,29.8,35.5,0.084,0.076,0.056,6.7
2/4/1987,91,Yes,1,,14.9,,,,,,,6.5,29.7,20.4,25.4,0.008,0,0.196,6.5,36.5,25.5,30.9,0,0,0,8.3
2/5/1987,91,Yes,1,,14.9,,,,,,,6.6,35.3,9.4,21.9,0,0,0,4,38.8,14.7,27,0,0,0,4
2/6/1987,91,Yes,1,,14.9,,,,,,,6.6,41.6,7.3,22.2,0,0,0,4.3,45.4,14.1,29.6,0,0,0,4.2
2/7/1987,91,Yes,1,,14.9,,,,,,,6.6,45.8,8.7,24.8,0,0,0,4.3,50.3,12.7,30.3,0,0,0,3.1
2/8/1987,91,Yes,1,,14.9,,,,,,,6.6,44.9,12.2,26.4,0,0,0,4.3,49.9,17.4,32.8,0,0,0,2.9
2/9/1987,91.5,Yes,1,,14.9,,,,,,,6.6,38.9,17.3,27,0,0,0,5,50.5,21,34.6,0,0,0,5.5
2/10/1987,91.5,Yes,1,,14.9,,,,,,,6.6,38.8,18.1,27.6,0,0,0,4.6,51.6,26.8,37.6,0.004,0.004,0,5.4
2/11/1987,91.5,Yes,1,,14.9,,,,,,,6.6,40.8,18.7,28.5,0,0,0,4,52.7,26.5,38.6,0,0,0,4.5
2/12/1987,91.5,Yes,1,,14.9,,,,,,,6.7,36.4,20,27.1,0.036,0.02,0.112,4.3,47,27.8,35.8,0.004,0.004,0,5.3
2/13/1987,92,Yes,1,,15,,,,,,,6.8,35.6,22.9,29.1,0.521,0.016,3.556,6,44,27.9,35,0.493,0.489,0.028,6.8
2/14/1987,92,Yes,1,,16.2,,,,,,,7.5,30.3,21.9,25.5,0.62,0,4.382,8,35.4,29.9,32.5,0.41,0.15,1.903,13.8
2/15/1987,92,Yes,1,,16.5,,,,,,,7.7,31,10.6,21,0,0,0.056,5.4,37.8,17,28.7,0.008,0.004,0.056,5.4
2/16/1987,92.5,Yes,1,,16.7,,,,,,,7.8,25.3,18.3,21.2,0.068,0,0.694,7.7,33.9,23.7,29.6,0.02,0.004,0.252,11.2
2/17/1987,92.5,Yes,1,,16.8,,,,,,,7.9,26.7,12.6,20.7,0.004,0,0.112,6.5,35.9,25.3,30.1,0.024,0.012,0.252,8.5
2/18/1987,92.5,Yes,1,,16.9,,,,,,,8,25.8,8.5,16.4,0.08,0,0.552,5.4,35.4,17.2,26.5,0.004,0,0.056,8.6
2/19/1987,92.5,Yes,1,,17,,,,,,,8.1,21.9,12.8,17,0.044,0,0.446,7.9,30.6,20.4,25.2,0.008,0,0.196,13.2
2/20/1987,92.5,Yes,1,,17.2,,,,,,,8.2,27,4.8,15.1,0,0,0,5,36.1,17.7,25.8,0,0,0,7.7
2/21/1987,92.5,Yes,1,,17.2,,,,,,,8.3,24.9,2.3,15.2,0,0,0,3.4,34.9,17.5,26.2,0,0,0,2.6
2/22/1987,93,Yes,1,,17.2,,,,,,,8.3,28,1.3,13.7,0,0,0,6.3,40.2,15.6,27.1,0,0,0,8.8
2/23/1987,93,Yes,1,,17.3,,,,,,,8.4,28.5,15,21.5,0.06,0,0.639,8.5,41.1,26,32.3,0.008,0.004,0.084,11.8
2/24/1987,93,Yes,1,,18,,,,,,,8.8,28.4,17.4,21.7,0.283,0.004,1.961,8.9,37.6,23.7,29.3,0.204,0.008,1.436,6
2/25/1987,93,Yes,1,,18.4,,,,,,,9.2,23.9,5.6,16.7,0.103,0,0.802,5.1,33.5,19.3,26.8,0.016,0,0.194,5.9
2/26/1987,93,Yes,1,,18.5,,,,,,,9.3,23,2,12.8,0,0,0.084,8.2,31.2,14.7,23,0,0,0,10.8
2/27/1987,93.5,Yes,1,,18.5,,,,,,,9.4,22.2,12.3,16.5,0,0,0.028,6.8,31,20,24.5,0,0,0,7.3
2/28/1987,93.5,Yes,1,,18.5,,,,,,,9.4,28.9,0.6,15,0,0,0,3.4,36.6,14.7,25.3,0,0,0,5
3/1/1987,93.5,Yes,1,,18.5,,,,,,,9.4,35.9,6.4,19.2,0,0,0,3.9,47.8,16.2,31.2,0,0,0,4.7
3/2/1987,93.5,Yes,1,,18.5,,,,,,,9.5,38.1,10.3,23.2,0,0,0,4.1,50.8,20.7,34.8,0,0,0,6.4
3/3/1987,93.5,Yes,1,,18.5,,,,,,,9.5,40.2,11.3,24.4,0,0,0,5.1,54.4,21.7,37.1,0,0,0,6.1
3/4/1987,94,Yes,1,,18.5,,,,,,,9.5,44.5,16.3,28.5,0,0,0,5.9,59.7,24,39.1,0,0,0,7.2
3/5/1987,94,Yes,1,,18.5,,,,,,,9.5,45.9,20.8,31.9,0,0,0,6.1,61,26.1,41.2,0,0,0,7.2
3/6/1987,94,Yes,1,,18.5,,,,,,,9.5,43.2,24.9,33.5,0,0,0,5.3,59,30,43.4,0,0,0,6.5
3/7/1987,94,Yes,1,,18.5,,,,,,,9.5,43.5,24.1,32.8,0,0,0,3.2,55,34.2,43.2,0,0,0,4.6
3/8/1987,94,Yes,1,,18.5,,,,,,,9.5,40.5,22.3,30.6,0.191,0.108,0.579,3.6,50.9,29.1,40.4,0.099,0.099,0,3.2
3/9/1987,94.5,Yes,1,,18.6,,,,,,,9.6,36,21.5,30.8,0.255,0.028,1.573,6.6,46.2,36.3,40.6,0.208,0.2,0.056,7.8
3/10/1987,94.5,Yes,1,,18.8,,,,,,,9.7,38.4,12.3,25.8,0,0,0,3.7,49.5,21,36.3,0,0,0,5.5
3/11/1987,94.5,Yes,1,,18.9,,,,,,,9.7,35.6,22.3,28.5,0.259,0.048,1.461,5.5,47.5,31.4,38.5,0.095,0.095,0,7.2
3/12/1987,94.5,Yes,1,,19.4,,,,,,,9.8,43.5,15,29,0,0,0,6.3,57,24.6,39.9,0,0,0,8.1
3/13/1987,95,Yes,1,,19.4,,,,,,,9.8,40.9,21.2,29.5,0.264,0.087,1.297,11.3,54,30.8,38.8,0.099,0.099,0,15.1
3/14/1987,95,Yes,1,,20.2,,,,,,,10.1,37.2,14.9,26.2,0.028,0.012,0.14,5.4,49.7,23.7,36.8,0,0,0,7.3
3/15/1987,95,Yes,1,,20.3,,,,,,,10.2,37,22.9,28.7,0.346,0.036,2.18,7.8,46.5,29.8,36.4,0.245,0.233,0.112,5.7
3/16/1987,95,Yes,1,,21.1,,,,,,,10.6,30.8,23.7,27.5,0.296,0.004,2.04,7.8,38.6,30.6,34.8,0.196,0.124,0.526,13
3/17/1987,95,Yes,1,,21.7,,,,,,,11,32.4,19.9,27.7,0.136,0.004,1.023,7.5,43,30.4,36.4,0.008,0.008,0,7.6
3/18/1987,95.5,Yes,1,,21.8,,,,,,,11.2,37,18.3,25.7,0.478,0.016,3.226,9.2,49.9,27.3,35.2,0.318,0.142,1.239,12.4
