Date,Avg Salt Lake,Flood y/n,Flood,Atwater (1308) Snow Water Equivalent (in) Start of Day Values,Brighton (366) Snow Water Equivalent (in) Start of Day Values,Dry Fork (906) Snow Water Equivalent (in) Start of Day Values,Lookout Peak (596) Snow Water Equivalent (in) Start of Day Values,Louis Meadow (972) Snow Water Equivalent (in) Start of Day Values,Mill-D North (628) Snow Water Equivalent (in) Start of Day Values,Parleys Upper (856) Snow Water Equivalent (in) Start of Day Values,Snowbird (766) Snow Water Equivalent (in) Start of Day Values,UTAH SWE,Salt Lake CityTemp_Max (°F),Salt Lake CityTemp_min (°F),Salt Lake CityTemp_mean (°F),Salt Lake CityPrecipitation_sum (inch),Salt Lake CityRain_sum (inch),Salt Lake CitySnowfall_sum (inch),Salt Lake CityWindspeed_10m_max (mp/h),SnowbirdTemp_Max (°F),SnowbirdTemp_min (°F),SnowbirdTemp_mean (°F),SnowbirdPrecipitation_sum (inch),SnowbirdRain_sum (inch),SnowbirdSnowfall_sum (inch),SnowbirdWindspeed_10m_max (mp/h)
10/1/1982,94,Yes,1,,,,,,,,,1.4,36.7,26.4,31.5,0.239,0.076,1.216,5.9,49,37.8,42.9,0.024,0.024,0,7.2
10/2/1982,94.5,Yes,1,,,,,,,,,1.4,46.5,23.8,34.3,0,0,0,3.6,57,35.7,46.2,0,0,0,5.5
10/3/1982,95,Yes,1,,,,,,,,,1.3,50.9,25.8,37.3,0,0,0,5.7,63,36.9,49.5,0,0,0,9.1
10/4/1982,95,Yes,1,,,,,,,,,1.3,53.7,30.1,41.4,0.052,0.052,0,7.8,66.9,40.5,52.6,0.063,0.063,0,12.6
10/5/1982,95.5,Yes,1,,,,,,,,,1.2,37.7,26.8,34.1,0.321,0.131,1.324,6.5,48.5,39.8,44.1,0.323,0.323,0,8.1
10/6/1982,95.5,Yes,1,,,,,,,,,1.2,49.2,18.9,33.4,0,0,0,7.3,60.3,30.3,43.9,0,0,0,7.9
10/7/1982,96,Yes,1,,,,,,,,,1.2,42,26.3,33.4,0.23,0.104,0.884,7.4,51.4,35.2,41.4,0.163,0.163,0,11.4
10/8/1982,96,Yes,1,,,,,,,,,1.2,31.6,22.3,26.6,0.144,0.004,1.077,7.6,42.1,30.8,36.5,0.056,0.052,0.028,9.5
10/9/1982,96.5,Yes,1,,,,,,,,,1.2,34.8,21.9,27.9,0,0,0.084,7.2,45.9,33.7,39.1,0.004,0.004,0,10.7
10/10/1982,96.5,Yes,1,,,,,,,,,1.2,38.4,12.2,26.3,0,0,0,4.5,47.9,25.5,37,0,0,0,7.2
10/11/1982,96.5,Yes,1,,,,,,,,,1.1,41,16.1,28.5,0,0,0,5.9,50.6,25.3,38.2,0,0,0,8.6
10/12/1982,97,Yes,1,,,,,,,,,1.1,49.4,22.2,34.5,0,0,0,4.2,56.8,30.1,43.9,0,0,0,4.2
10/13/1982,97,Yes,1,,,,,,,,,1.1,50.5,28.6,38.6,0,0,0,3.8,58.7,35.7,47.1,0,0,0,4.9
10/14/1982,97,Yes,1,,,,,,,,,1.1,54.6,29.1,40.9,0,0,0,3.4,62.6,35.4,49.3,0,0,0,4.2
10/15/1982,97,Yes,1,,,,,,,,,1,56.3,30.8,42.6,0.004,0.004,0,5,65.2,36.9,51.5,0,0,0,4.4
10/16/1982,97,Yes,1,,,,,,,,,0.9,54.6,30.2,41.9,0.008,0.008,0,6.8,65.1,37.4,51.1,0,0,0,5.2
10/17/1982,97,Yes,1,,,,,,,,,0.9,55,33.1,42.7,0.04,0.04,0,9.5,65.1,39,52.2,0.016,0.016,0,10.3
10/18/1982,97,Yes,1,,,,,,,,,0.8,44.5,28.5,35.2,0,0,0,10.2,56.7,36.7,46.9,0,0,0,12
10/19/1982,97,Yes,1,,,,,,,,,0.8,40,25.3,31.6,0,0,0,6.2,47.3,32,39.5,0,0,0,6.1
10/20/1982,97,Yes,1,,,,,,,,,0.8,46.8,26.6,35.4,0,0,0,4.4,53.8,34.3,44.2,0,0,0,2.4
10/21/1982,97,Yes,1,,,,,,,,,0.7,50.3,27.2,37.8,0,0,0,3.9,60.5,35,47.2,0,0,0,5
10/22/1982,97,Yes,1,,,,,,,,,0.7,50.5,30.6,39.3,0.008,0.008,0,4,60.6,37.4,47.5,0,0,0,5.4
10/23/1982,96.5,Yes,1,,,,,,,,,0.7,56.9,30.7,42,0,0,0,6.3,67.1,36.7,50.3,0,0,0,6.7
10/24/1982,96.5,Yes,1,,,,,,,,,0.7,54.7,31.8,42.4,0.115,0.115,0,5.5,63.6,39.2,50.5,0.084,0.084,0,4.6
10/25/1982,96.5,Yes,1,,,,,,,,,0.6,50.2,38.9,42.9,0.208,0.208,0,5.7,60.1,45.9,51.1,0.032,0.032,0,9
10/26/1982,96.5,Yes,1,,,,,,,,,0.6,51.2,28.4,38.1,0.679,0.327,2.452,11.5,60.8,35.9,45.8,0.651,0.584,0.469,15.2
10/27/1982,96.5,Yes,1,,,,,,,,,1,29.4,21.8,26.7,0.415,0,2.949,5.9,36.5,31.8,34.6,0.194,0.16,0.249,6.5
10/28/1982,96.5,Yes,1,,,,,,,,,1.1,31.6,12.8,21.5,0,0,0,4.6,40.8,25,31.9,0,0,0,5.7
10/29/1982,96.5,Yes,1,,,,,,,,,1.2,35.6,10.2,27.2,0.231,0.044,1.296,5.4,41.9,21.6,34.6,0.044,0.044,0,6.4
10/30/1982,96.5,Yes,1,,,,,,,,,1.3,35.7,32.6,33.9,0.92,0.132,5.541,5.8,43.5,38.1,41.2,0.725,0.725,0,9.2
10/31/1982,96.5,Yes,1,,,,,,,,,1.5,35.3,26.7,32.2,0.311,0.016,2.04,5,42.2,36.6,39.6,0.388,0.388,0,4
11/1/1982,96,Yes,1,,,,,,,,,1.6,32.8,21.6,26.6,0.068,0,0.525,6.2,43.4,30.1,36.7,0.036,0.036,0,6.2
11/2/1982,96,Yes,1,,,,,,,,,1.6,30.6,14.9,24.7,0.008,0,0.224,5.1,41.7,30.2,34.6,0,0,0,7.8
11/3/1982,96,Yes,1,,,,,,,,,1.7,35,3.3,18.5,0,0,0,3.8,43.9,19.1,30.1,0,0,0,3.9
11/4/1982,95.5,Yes,1,,,,,,,,,1.7,43.1,6.6,22.6,0,0,0,3,50.3,21.9,34.1,0,0,0,3.5
11/5/1982,95.5,Yes,1,,,,,,,,,1.8,43.3,15.6,27,0,0,0,3.5,52.4,24.6,37,0,0,0,4.6
11/6/1982,95.5,Yes,1,,,,,,,,,1.8,42.5,19.8,29.4,0,0,0,6.1,55.4,29.6,40.4,0,0,0,7.5
11/7/1982,95.5,Yes,1,,,,,,,,,1.8,39.6,18.4,29.3,0,0,0,6.2,52.4,35.8,43.2,0,0,0,7.7
11/8/1982,95,Yes,1,,,,,,,,,1.8,38.3,23.2,29.7,0.263,0.016,1.763,6.6,50.8,34.5,40,0.176,0.176,0,9.2
11/9/1982,95,Yes,1,,,,,,,,,2.1,35.9,18.6,29.7,0.072,0.012,0.444,7.3,47,29.5,38.1,0.016,0.016,0,11.2
11/10/1982,95,Yes,1,,,,,,,,,2.4,31.9,16.6,24.6,0.234,0,1.655,6,41.4,26.2,33.8,0.131,0.072,0.414,8.1
11/11/1982,94.5,Yes,1,,,,,,,,,2.7,26.6,18.6,22.8,0.152,0,1.245,8.5,36.8,27.9,32.8,0.064,0.028,0.251,8.4
11/12/1982,94.5,Yes,1,,,,,,,,,2.8,32.1,11.8,22.1,0,0,0.028,5.7,42.2,23.8,32,0,0,0,6.6
11/13/1982,94.5,Yes,1,,,,,,,,,2.9,24.9,15.6,21.3,0.112,0,0.799,9.6,37.8,26.7,31.1,0.056,0.036,0.139,12.5
11/14/1982,94.5,Yes,1,,,,,,,,,2.9,30.1,4.6,14.9,0,0,0,5.5,38.9,17.8,26.2,0,0,0,4.9
11/15/1982,94,Yes,1,,,,,,,,,3,33.4,3.3,16.2,0,0,0,5.2,42.3,20.4,29.2,0,0,0,4.9
11/16/1982,94,Yes,1,,,,,,,,,3,34.5,4.9,17.4,0,0,0,5.9,47.4,19.5,30.6,0,0,0,6.3
11/17/1982,93.5,Yes,1,,,,,,,,,3,38.1,9.7,22.2,0,0,0,5.8,48.5,24.1,34.1,0,0,0,6.7
11/18/1982,93.5,Yes,1,,,,,,,,,3.1,38.7,17.6,27.6,0.153,0.012,1.02,7.7,49.8,25.5,36.8,0.08,0.08,0,12.8
11/19/1982,93.5,Yes,1,,,,,,,,,3.5,32.5,19.7,27.7,0.983,0.008,6.805,8.6,40.9,31.2,36.8,0.627,0.513,0.8,11.6
11/20/1982,93.5,Yes,1,,,,,,,,,3.9,26.1,9.8,16.9,0.076,0,0.637,5.1,37.1,19.5,27.5,0.052,0.016,0.389,5.1
11/21/1982,93.5,Yes,1,,,,,,,,,4.1,26.3,5.6,16.3,0.076,0,0.551,5.4,38.1,19.3,30,0.032,0.02,0.139,7.9
11/22/1982,93,Yes,1,,,,,,,,,4.1,22.7,9.2,16.6,0.116,0,0.883,5.1,34.4,23.8,28.8,0.036,0.004,0.248,7.5
11/23/1982,93,Yes,1,,,,,,,,,4.2,24.8,0.6,9.8,0,0,0,5.6,30,5.7,18.5,0,0,0,4.1
11/24/1982,93,Yes,1,,,,,,,,,4.3,30.8,-2.1,12,0,0,0,5.6,33.2,7.7,20.2,0,0,0,3.2
11/25/1982,92.5,Yes,1,,,,,,,,,4.3,28,8.8,17.4,0,0,0,4.2,36.1,15.6,24.8,0,0,0,5
11/26/1982,92.5,Yes,1,,,,,,,,,4.3,34,0.4,14.1,0,0,0,4.9,37.5,10.3,22.5,0,0,0,2.5
11/27/1982,92.5,Yes,1,,,,,,,,,4.4,35.7,1.8,17.7,0,0,0,4.9,38.9,10.7,25,0,0,0,5.4
11/28/1982,92,Yes,1,,,,,,,,,4.4,31.7,18.3,24.6,0.04,0,0.331,5.2,38.1,26.6,31.4,0.048,0.036,0.084,7.2
11/29/1982,92,Yes,1,,,,,,,,,4.5,31.6,23.9,27,0.448,0,3.143,5.1,38.6,26.7,32.4,0.196,0.108,0.607,7.3
11/30/1982,92,Yes,1,,,,,,,,,5,29.8,23.3,26.2,1.177,0,8.267,7.5,34.9,28.2,31.4,1.316,0.219,7.715,5.9
12/1/1982,92,Yes,1,,,,,,,,,6.1,27,20.8,23.7,0.889,0,6.226,5.9,31.9,28,29.9,0.806,0.032,5.427,6.3
12/2/1982,92,Yes,1,,,,,,,,,6.7,21.5,14.1,19.9,0.312,0,2.232,6.6,29.5,24,27.7,0.18,0,1.296,4.3
12/3/1982,91.5,Yes,1,,,,,,,,,6.8,29.8,14,21.7,0,0,0,2.6,33.7,21.7,27,0,0,0,3.2
12/4/1982,91.5,Yes,1,,,,,,,,,6.9,33.4,15,24.2,0,0,0,2.9,36,22.5,29.3,0,0,0,2.4
12/5/1982,91.5,Yes,1,,,,,,,,,7,29.8,18.8,25.1,0,0,0,2.9,33.7,21.9,29.5,0,0,0,3.9
12/6/1982,91,Yes,1,,,,,,,,,7,29.5,21.9,25.7,0.303,0,2.15,4.4,32.7,25.6,29.3,0.128,0.012,0.826,4.1
12/7/1982,91,Yes,1,,,,,,,,,7.2,23.1,13.6,18.9,0.297,0,2.123,4,28,21.3,24.4,0.396,0.012,2.728,5.7
12/8/1982,90.5,Yes,1,,,,,,,,,7.4,28,7.9,14.4,0,0,0.084,5.4,28.7,17.2,21.8,0,0,0.168,2.6
12/9/1982,90.5,Yes,1,,,,,,,,,7.5,33.7,11.9,19.7,0,0,0,4.8,31.6,12.8,21.4,0,0,0,2.6
12/10/1982,90.5,Yes,1,,,,,,,,,7.6,32.6,18.2,24,0,0,0.112,3.4,33.2,24.8,28.8,0.008,0,0.14,3.8
12/11/1982,90.5,Yes,1,,,,,,,,,7.6,31.3,12.2,20,0,0,0,2.6,31.4,11.9,21.7,0,0,0,3.1
12/12/1982,90,Yes,1,,,,,,,,,7.6,34.1,10,18.4,0,0,0,5.4,31.8,9.5,19.6,0,0,0,3.2
12/13/1982,90,Yes,1,,,,,,,,,7.7,23.1,13.7,18.6,0.58,0,4.051,5.4,29.2,16.5,24.9,0.458,0,3.252,4
12/14/1982,90,Yes,1,,,,,,,,,8,20.9,14.1,16.7,0.056,0,0.444,4.9,26.2,20.3,23.3,0.004,0,0.168,3.6
12/15/1982,89.5,Yes,1,,,,,,,,,8.1,28.3,16.9,22.1,0.092,0,0.719,4.3,30.1,20.2,24.7,0.036,0,0.277,4.4
12/16/1982,89.5,Yes,1,,,,,,,,,8.3,35,23.9,29.5,0.024,0.016,0.055,5.6,33.8,25.3,29,0,0,0,5.3
12/17/1982,89.5,Yes,1,,,,,,,,,8.3,33,26.2,29.8,0.048,0,0.331,6.6,40.3,24,30.4,0,0,0,6.6
12/18/1982,89,Yes,1,,,,,,,,,8.4,25.7,12.5,19.7,0.088,0.004,0.606,4.5,34.8,16.7,28.2,0.016,0.016,0,3.2
12/19/1982,89,Yes,1,,,,,,,,,8.4,30.4,15,19.5,0,0,0,4.7,35.4,17.4,24.1,0,0,0,3.4
12/20/1982,89,Yes,1,,,,,,,,,8.4,30.4,15.3,22.1,0.004,0,0.056,6.4,32.2,15.8,23.6,0,0,0,5.5
12/21/1982,88.5,Yes,1,,,,,,,,,8.5,35,24.9,29.2,0.055,0.016,0.276,6.7,35.9,27.6,31.5,0.012,0.012,0,7.5
12/22/1982,88.5,Yes,1,,,,,,,,,8.6,32.5,25.5,30.1,0.422,0.004,2.893,7.3,37.2,30.2,34.8,0.196,0.196,0,9.6
12/23/1982,88.5,Yes,1,,,,,,,,,9.1,31.6,18.2,25.5,0.553,0.004,3.83,7.6,36.3,24.8,31.6,0.32,0.144,1.352,8.1
12/24/1982,88,Yes,1,,,,,,,,,9.6,20.5,13.4,17.4,0.228,0,1.572,7.5,26.9,17.4,23.8,0.164,0,1.215,12.7
12/25/1982,88,Yes,1,,,,,,,,,9.7,22.1,2.8,11.6,0,0,0,4.2,23.3,9.1,17.3,0,0,0,4.7
12/26/1982,88,Yes,1,,,,,,,,,9.8,25.1,1.3,12.1,0,0,0,3.6,25.9,3.7,15.1,0,0,0,2.1
12/27/1982,88,Yes,1,,,,,,,,,9.8,16.5,6.9,10.9,0.032,0,0.334,5.2,21.9,14,17.8,0.004,0,0.224,7.3
12/28/1982,87.5,Yes,1,,,,,,,,,9.9,10.7,0.4,6.3,0.016,0,0.196,3.7,17.1,10.2,14.6,0,0,0.084,5.2
12/29/1982,87.5,Yes,1,,,,,,,,,9.9,15.6,-3.8,6.6,0,0,0,3.9,18.6,2.4,11.4,0,0,0,2
12/30/1982,87.5,Yes,1,,,,,,,,,9.9,9.6,-1.5,6.2,0,0,0,3.4,14,6,10,0,0,0.056,4.1
12/31/1982,87,Yes,1,,,,,,,,,10,19.3,-4.8,5.5,0,0,0,3.1,17.9,-1.7,7.6,0,0,0,2
1/1/1983,87,Yes,1,,,,,,,,,10,24.4,-2.3,8.1,0,0,0,2.7,21.2,1.5,10.4,0,0,0,1.6
1/2/1983,86.5,Yes,1,,,,,,,,,10,28.3,-0.9,9.4,0,0,0,4,25,0.3,11.7,0,0,0,2.1
1/3/1983,86.5,Yes,1,,,,,,,,,10.1,27.3,3,14.3,0,0,0,4.4,30.2,6.1,18.7,0,0,0,2.5
1/4/1983,86.5,Yes,1,,,,,,,,,10.1,27.2,10.5,19.8,0.064,0,0.47,2.5,32.7,18.2,25.8,0,0,0.112,3
1/5/1983,86.5,Yes,1,,,,,,,,,10.1,34.8,23.3,28.4,0.016,0,0.111,4.1,38.2,27.3,31.5,0,0,0,4.5
1/6/1983,86.5,Yes,1,,,,,,,,,10.2,35.6,24,29.6,0,0,0,4,39.6,30.1,35.3,0,0,0,4
1/7/1983,86.5,Yes,1,,,,,,,,,10.2,33.5,26.1,30.3,0.221,0,1.711,4.5,40.2,31.9,37.8,0.1,0.1,0,2.4
1/8/1983,86.5,Yes,1,,,,,,,,,10.3,36.1,19.1,27.3,0.138,0.004,0.993,10.3,42.1,25.2,31,0.051,0.043,0.055,7.7
1/9/1983,86.5,Yes,1,,,,,,,,,10.5,19.6,8.3,15.7,0.044,0,0.556,9.4,28.6,15.7,24.2,0,0,0.028,7.4
1/10/1983,86.5,Yes,1,,,,,,,,,10.5,26.3,7.9,16.3,0,0,0,3.5,31.8,11.4,20.9,0,0,0,3.5
1/11/1983,86.5,Yes,1,,,,,,,,,10.5,34.3,10,19.6,0,0,0,3.6,37.8,13.8,24.2,0,0,0,2.1
1/12/1983,86.5,Yes,1,,,,,,,,,10.5,35.9,7.2,16.1,0,0,0,5,33.9,3.7,15.8,0,0,0,2.9
1/13/1983,86.5,Yes,1,,,,,,,,,10.6,37,11.4,20.7,0,0,0,4.7,38.7,8.7,21.9,0,0,0,3.2
1/14/1983,86.5,Yes,1,,,,,,,,,10.6,37.1,9.1,18.5,0,0,0,5.6,38.2,7.2,21.3,0,0,0,2.1
1/15/1983,86,Yes,1,,,,,,,,,10.6,36.1,9.8,18.9,0,0,0,4.9,38.1,7.1,20.4,0,0,0,3.2
1/16/1983,86,Yes,1,,,,,,,,,10.6,33,11.1,20.3,0.012,0.004,0.056,5.4,37.4,10.5,23.4,0.04,0.024,0.111,3.8
1/17/1983,86,Yes,1,,,,,,,,,10.7,33,23.2,26.6,0.044,0,0.415,4.6,39.6,28.3,32.3,0.08,0.036,0.306,4
1/18/1983,86,Yes,1,,,,,,,,,10.8,28.3,18.3,24.6,0.06,0,0.526,3.9,32.8,25.5,30.5,0.108,0,0.745,4.4
1/19/1983,86,Yes,1,,,,,,,,,10.8,29.6,15.6,21.7,0.036,0,0.305,5.8,34.7,19,26.1,0.02,0,0.195,4.9
1/20/1983,86,Yes,1,,,,,,,,,11,27.1,17.4,23,0.116,0,0.943,4.1,33.4,24.4,29,0.08,0,0.664,2.7
1/21/1983,86,Yes,1,,,,,,,,,11.1,25.5,18.2,22.6,0.188,0,1.381,3.3,30.4,26,28.6,0.136,0,1.134,3.3
1/22/1983,86,Yes,1,,,,,,,,,11.2,26,10.6,18.9,0,0,0.196,5.1,31.8,16.2,24.1,0,0,0,4.7
1/23/1983,86,Yes,1,,,,,,,,,11.4,29.2,16,23.8,0.103,0,0.804,4.6,35,21.9,28.9,0.06,0,0.469,4.7
1/24/1983,86,Yes,1,,,,,,,,,11.5,32.1,15.5,24.1,0.308,0.012,2.067,6,36.7,19.7,28.1,0.229,0.048,1.268,6.3
1/25/1983,86,Yes,1,,,,,,,,,11.8,28.3,18.9,24.8,0.124,0,0.883,5.6,34.7,26.1,31.7,0.064,0.004,0.47,3.5
1/26/1983,86,Yes,1,,,,,,,,,11.9,34.3,18.3,25.2,0,0,0,7,36.1,21.4,28.2,0,0,0,6.3
1/27/1983,86,Yes,1,,,,,,,,,12,35,26.3,30,0.141,0,1.02,6.9,39,29.2,33.4,0.181,0.095,0.607,6.5
1/28/1983,86,Yes,1,,,,,,,,,12.2,27.8,13.9,24.8,0.373,0,2.674,5.7,36.3,20.4,31.7,0.256,0.068,1.323,4.5
1/29/1983,86,Yes,1,,,,,,,,,12.4,29.6,12.7,20.7,0.148,0.004,1.05,6.6,34.3,15.4,24.2,0.044,0,0.388,6.7
1/30/1983,86,Yes,1,,,,,,,,,12.7,26.2,20.4,23.3,0.257,0,1.848,5.2,32.3,26.5,30,0.068,0.004,0.554,6.5
1/31/1983,86.5,Yes,1,,,,,,,,,12.8,24.8,13.7,19,0,0,0,5.6,29.8,20.5,25.1,0,0,0.028,5.1
2/1/1983,86.5,Yes,1,,,,,,,,,12.8,21.5,10.2,16.7,0.004,0,0.196,6.1,27.3,16.5,22.9,0.008,0,0.364,5.3
2/2/1983,86.5,Yes,1,,,,,,,,,12.8,20.6,4.4,14.1,0,0,0,3.9,26.3,12,19.4,0,0,0,3.2
2/3/1983,86.5,Yes,1,,,,,,,,,12.9,24.5,0.9,9.3,0,0,0,5.1,27.8,0.3,13.7,0,0,0,3.4
2/4/1983,86,Yes,1,,,,,,,,,12.9,22.3,0.8,10.6,0,0,0,5.4,28,1.7,15,0,0,0,3.9
2/5/1983,86,Yes,1,,,,,,,,,13,22.9,2.1,11.9,0,0,0.028,4.8,31.7,8.4,21.2,0,0,0.056,3.5
2/6/1983,86,Yes,1,,,,,,,,,13,23.5,3.2,12.2,0,0,0.028,5.2,29.4,7,18.1,0,0,0,6.6
2/7/1983,86,Yes,1,,,,,,,,,13.2,28.1,16.1,21.7,0.565,0,3.97,6.4,38.3,22,28.8,0.256,0.004,1.792,6.7
2/8/1983,86,Yes,1,,,,,,,,,13.5,29.4,16.5,25,0.323,0,2.26,4.7,35.9,24.5,30.8,0.184,0.116,0.472,5
2/9/1983,86.5,Yes,1,,,,,,,,,13.8,31.2,17.6,24,0.095,0.004,0.69,7.2,40.6,25.3,31.7,0.008,0.008,0,5
2/10/1983,86.5,Yes,1,,,,,,,,,14,26.7,18.6,23.3,0.362,0,2.536,5,35.8,24.1,30.3,0.176,0.008,1.215,4.2
2/11/1983,86.5,Yes,1,,,,,,,,,14.2,29.5,15.5,20.7,0,0,0,4.3,35.4,16.9,25,0,0,0,3.2
2/12/1983,86.5,Yes,1,,,,,,,,,14.3,35.6,15.9,25.6,0,0,0,5.9,38.7,20.1,28.6,0,0,0,6.2
2/13/1983,86.5,Yes,1,,,,,,,,,14.4,32.9,25.7,27.8,0.489,0.004,3.445,5.7,36.2,29.2,32.3,0.372,0.156,1.516,7.4
2/14/1983,86.5,Yes,1,,,,,,,,,14.8,29.5,20.7,25.6,0.144,0,1.132,7.2,34.1,27.6,31,0.04,0.004,0.277,5.7
2/15/1983,86.5,Yes,1,,,,,,,,,14.9,31.5,15.9,22.9,0,0,0,2.9,36,15.3,26.2,0,0,0,3.8
2/16/1983,86.5,Yes,1,,,,,,,,,15,30.2,18.5,24.1,0.032,0,0.222,6.1,38.2,20.5,29.9,0,0,0,5.2
2/17/1983,86.5,Yes,1,,,,,,,,,15,33.9,15,23.6,0.016,0,0.138,3.8,38.1,20,28.5,0.004,0.004,0,5.6
2/18/1983,86.5,Yes,1,,,,,,,,,15.1,39.5,21.6,28.6,0.32,0.032,2.013,7.2,42.3,23.1,32.1,0.142,0.084,0.414,9
2/19/1983,86.5,Yes,1,,,,,,,,,15.5,25.5,20.6,23.5,0.293,0,2.15,7.5,33.6,25.9,30.5,0.124,0.008,0.827,9.7
2/20/1983,86.5,Yes,1,,,,,,,,,15.7,33.7,14.2,22.7,0,0,0,3.3,36.3,16.4,26,0,0,0,3.2
2/21/1983,86.5,Yes,1,,,,,,,,,15.8,38.8,14.5,24.5,0,0,0,3.6,41.4,18.7,29.4,0,0,0,2.8
2/22/1983,86.5,Yes,1,,,,,,,,,15.8,37.6,13.8,23.6,0,0,0,3.4,43.2,16.5,30.1,0,0,0,2.7
2/23/1983,86.5,Yes,1,,,,,,,,,15.9,43.2,15.9,26.1,0,0,0,5.2,50.9,20,34,0,0,0,5.1
2/24/1983,86.5,Yes,1,,,,,,,,,15.9,42.7,17.2,27,0,0,0,5.2,52.6,20.4,34.3,0,0,0,5.8
2/25/1983,86.5,Yes,1,,,,,,,,,16,35.1,21.9,27.4,0.14,0.02,0.829,6.9,41.5,26.8,32.7,0.143,0.135,0.056,8
2/26/1983,86.5,Yes,1,,,,,,,,,16.1,31.5,22.3,26.8,0.353,0,2.482,6.2,37.9,28.4,31.9,0.258,0.16,0.72,7.3
2/27/1983,86.5,Yes,1,,,,,,,,,16.4,32.6,21.8,26.6,0.329,0.004,2.374,7.6,37.9,26.2,31.5,0.277,0.249,0.195,6.5
2/28/1983,86.5,Yes,1,,,,,,,,,16.9,35.7,24.6,29.6,0.249,0,1.82,5.4,40.2,28.8,34.4,0.255,0.12,0.965,7
3/1/1983,86.5,Yes,1,,,,,,,,,17.2,41.6,30,34.1,0.173,0,1.242,8.6,46.6,33.6,39,0.056,0.056,0,8.2
3/2/1983,86.5,Yes,1,,,,,,,,,17.5,38.4,29.3,32.9,0.056,0.036,0.25,8.3,47.4,33,39.2,0,0,0,8.3
3/3/1983,86.5,Yes,1,,,,,,,,,17.9,41,25.1,32.4,0.008,0.004,0.028,8.8,46.6,29,38.4,0,0,0,8.5
3/4/1983,86.5,Yes,1,,,,,,,,,18.2,33.7,24.8,29.4,0.224,0.012,1.491,6.7,39,32.4,36.6,0.291,0.291,0,9.5
3/5/1983,86.5,Yes,1,,,,,,,,,18.5,33.9,24.9,29.9,0.168,0.008,1.104,8.2,42,35.1,37.5,0.036,0.036,0,7.3
3/6/1983,86.5,Yes,1,,,,,,,,,18.7,32.2,22.1,28.1,0.084,0,0.692,7.2,40.2,32.6,36.6,0.048,0.048,0,4.9
3/7/1983,86.5,Yes,1,,,,,,,,,18.7,32.8,20.4,26.6,0.266,0.004,1.846,5.2,42,28.3,34.7,0.131,0.068,0.441,4.2
3/8/1983,86.5,Yes,1,,,,,,,,,18.9,36.9,24.4,29.9,0.008,0,0.083,5.7,47.1,28.6,38.3,0,0,0,3.2
3/9/1983,86.5,Yes,1,,,,,,,,,18.9,42.4,21,30.6,0,0,0,3.4,53.1,27.4,40.7,0,0,0,3.5
3/10/1983,86.5,Yes,1,,,,,,,,,19,48.2,24.5,33.7,0,0,0,5,56.4,28.4,41.9,0,0,0,5.9
3/11/1983,86.5,Yes,1,,,,,,,,,19.1,45.4,29.3,35.8,0.161,0.142,0.138,7.9,50.7,34.3,41.3,0.095,0.095,0,11
3/12/1983,86.5,Yes,1,,,,,,,,,19.2,42.3,26.8,34,0.004,0.004,0,6.3,48,31.5,41.8,0.039,0.039,0,9.3
3/13/1983,87,Yes,1,,,,,,,,,19.2,39.6,28.1,34.5,0.163,0.148,0.11,5.4,44.7,35.4,39.9,0.076,0.076,0,7.1
3/14/1983,87,Yes,1,,,,,,,,,19.5,33.8,25.1,30.1,0.532,0.114,3.118,6.8,43.3,33.6,37.7,0.43,0.43,0,9.6
3/15/1983,87.5,Yes,1,,,,,,,,,19.7,29.1,21.1,24.4,0.159,0,1.243,9,37.3,26.6,32.4,0.048,0.016,0.221,12.9
3/16/1983,87.5,Yes,1,,,,,,,,,19.8,31.9,15,24.2,0,0,0.112,4.4,40.8,27.9,35,0.008,0.008,0,4.5
3/17/1983,87.5,Yes,1,,,,,,,,,20.1,29.3,20.5,24.9,0.42,0,2.949,7.9,39,27.3,32.6,0.216,0.096,0.828,11.4
3/18/1983,87.5,Yes,1,,,,,,,,,20.4,30.5,20.3,24.9,0.158,0.004,1.187,4.9,38.2,29.6,33,0.008,0.008,0,6.5
3/19/1983,88,Yes,1,,,,,,,,,20.7,24.7,17.7,21.4,0.23,0,1.682,6.5,32.5,27.4,30.1,0.144,0.012,0.968,7.8
3/20/1983,88,Yes,1,,,,,,,,,20.9,25.7,11.2,19.2,0.02,0,0.307,4.7,35.6,22.8,28.9,0.016,0,0.223,4.8
3/21/1983,88,Yes,1,,,,,,,,,21.1,31.8,10.1,19.4,0.008,0,0.084,5.3,39.2,14.8,27.5,0,0,0,5
3/22/1983,88,Yes,1,,,,,,,,,21.3,32,13.8,22.7,0.151,0,1.103,6.2,41,22.5,31.7,0.052,0.052,0,6.9
3/23/1983,88,Yes,1,,,,,,,,,21.5,28.5,17.7,24.6,0.411,0,2.864,6.5,37.1,28.5,33.1,0.321,0.092,1.6,6.5
3/24/1983,88,Yes,1,,,,,,,,,21.9,28.1,15.1,22.1,0.357,0,2.508,9.1,34.5,22.4,28.7,0.33,0.04,2.041,6.6
3/25/1983,88.5,Yes,1,,,,,,,,,22.5,26.4,21,23.3,0.508,0,3.525,6.6,33.6,27.7,30.6,0.284,0.02,1.849,4.5
3/26/1983,88.5,Yes,1,,,,,,,,,22.9,28.8,17.6,24,0.22,0,1.544,5.9,36.2,30,32.5,0.096,0.012,0.579,3.9
