STATION,DATE,LATITUDE,LONGITUDE,ELEVATION,NAME,TEMP,TEMP_ATTRIBUTES,DEWP,DEWP_ATTRIBUTES,SLP,SLP_ATTRIBUTES,STP,STP_ATTRIBUTES,VISIB,VISIB_ATTRIBUTES,WDSP,WDSP_ATTRIBUTES,MXSPD,GUST,MAX,MAX_ATTRIBUTES,MIN,MIN_ATTRIBUTES,PRCP,PRCP_ATTRIBUTES,SNDP,FRSHTT
72572024127,1/1/2019,40.7781,-111.9694,1287.8,"SALT LAKE CITY INTERNATIONAL AIRPORT, UT US",16.5,24,2.1,24,1024.9,23,874.6,24,10,24,3.9,24,12,999.9,28.9, ,6.1, ,0,G,2,0
72572024127,1/2/2019,40.7781,-111.9694,1287.8,"SALT LAKE CITY INTERNATIONAL AIRPORT, UT US",16.1,24,6.4,24,1032,20,880.1,24,10,24,4.3,24,8,999.9,25, ,6.1, ,0,G,2,0
72572024127,1/3/2019,40.7781,-111.9694,1287.8,"SALT LAKE CITY INTERNATIONAL AIRPORT, UT US",18.9,24,9.6,24,1032.7,23,881.4,24,10,24,4.8,24,8,999.9,30, ,10.9, ,0,G,2,0
72572024127,1/4/2019,40.7781,-111.9694,1287.8,"SALT LAKE CITY INTERNATIONAL AIRPORT, UT US",21.4,24,14,24,1027.1,22,877.4,24,9.2,24,3.3,24,7,999.9,30,*,16,*,0,G,2,0
72572024127,1/5/2019,40.7781,-111.9694,1287.8,"SALT LAKE CITY INTERNATIONAL AIRPORT, UT US",20.7,24,17.5,24,1020.5,19,871.3,24,4.6,24,2.3,24,8,999.9,27,*,15.1,*,0,G,2,100000
72572024127,1/6/2019,40.7781,-111.9694,1287.8,"SALT LAKE CITY INTERNATIONAL AIRPORT, UT US",31.9,24,27.8,24,1011.8,22,865.3,24,5.8,24,5.1,24,13,999.9,37, ,12.9, ,0.03,G,2,111000
72572024127,1/7/2019,40.7781,-111.9694,1287.8,"SALT LAKE CITY INTERNATIONAL AIRPORT, UT US",35.5,24,30.2,24,1013.3,22,868.1,24,8.9,24,10.9,24,18.1,27,39.9, ,27.1, ,0.22,G,2,11000
72572024127,1/8/2019,40.7781,-111.9694,1287.8,"SALT LAKE CITY INTERNATIONAL AIRPORT, UT US",32.7,24,29.7,24,1028.4,24,880.3,24,8,24,2.7,24,7,999.9,39.9, ,27, ,0.07,G,2,101000
72572024127,1/9/2019,40.7781,-111.9694,1287.8,"SALT LAKE CITY INTERNATIONAL AIRPORT, UT US",32.7,24,26.9,24,1024.5,24,876.6,24,10,24,3.6,24,7,999.9,39.9, ,27, ,0,G,1.2,0
72572024127,1/10/2019,40.7781,-111.9694,1287.8,"SALT LAKE CITY INTERNATIONAL AIRPORT, UT US",31.2,24,27.5,24,1022.2,22,874.6,24,8.3,24,3.1,24,7,999.9,39.9, ,27, ,0,G,1.2,110000
72572024127,1/11/2019,40.7781,-111.9694,1287.8,"SALT LAKE CITY INTERNATIONAL AIRPORT, UT US",33.1,24,31.6,24,1024.9,16,876.9,24,2.3,24,2.8,24,7,999.9,39, ,27, ,0,G,1.2,110000
72572024127,1/12/2019,40.7781,-111.9694,1287.8,"SALT LAKE CITY INTERNATIONAL AIRPORT, UT US",31.6,24,28.8,24,1025.8,18,877.7,24,5.5,24,3.6,24,6,999.9,34, ,30, ,0,G,999.9,1000
72572024127,1/13/2019,40.7781,-111.9694,1287.8,"SALT LAKE CITY INTERNATIONAL AIRPORT, UT US",29.3,24,24.1,24,1026.9,24,878.2,24,7.4,24,5.4,24,8.9,999.9,33.1, ,28, ,0,G,999.9,0
72572024127,1/14/2019,40.7781,-111.9694,1287.8,"SALT LAKE CITY INTERNATIONAL AIRPORT, UT US",26.4,24,20,24,1029.5,23,880,24,8.7,24,4.2,24,8.9,999.9,30.9, ,24.1, ,0,G,999.9,0
72572024127,1/15/2019,40.7781,-111.9694,1287.8,"SALT LAKE CITY INTERNATIONAL AIRPORT, UT US",24.7,24,19.5,24,1024.4,24,875.1,24,8.7,24,3.9,24,8,999.9,32, ,19, ,0,G,999.9,1000
72572024127,1/16/2019,40.7781,-111.9694,1287.8,"SALT LAKE CITY INTERNATIONAL AIRPORT, UT US",31,24,28.1,24,1019.3,19,871.6,24,4.5,24,2.8,24,7,999.9,43, ,19, ,0.06,G,1.2,11000
72572024127,1/17/2019,40.7781,-111.9694,1287.8,"SALT LAKE CITY INTERNATIONAL AIRPORT, UT US",41.8,24,31.6,24,1015.8,23,870.2,24,9.1,24,11.1,24,22,27,46, ,28, ,0.02,G,1.2,10000
72572024127,1/18/2019,40.7781,-111.9694,1287.8,"SALT LAKE CITY INTERNATIONAL AIRPORT, UT US",36.9,24,30.7,24,1020.1,20,872.1,24,9.3,24,5,24,11.1,15,46, ,34, ,0.76,G,999.9,11000
72572024127,1/19/2019,40.7781,-111.9694,1287.8,"SALT LAKE CITY INTERNATIONAL AIRPORT, UT US",34.4,24,26.8,24,1029.7,24,881.5,24,10,24,6.3,24,9.9,999.9,43, ,28.9, ,0.01,G,999.9,0
72572024127,1/20/2019,40.7781,-111.9694,1287.8,"SALT LAKE CITY INTERNATIONAL AIRPORT, UT US",39,24,30.4,24,1021.4,24,874.8,24,10,24,6.9,24,12,999.9,43, ,28.9, ,0,G,999.9,0
