STATION,DATE,LATITUDE,LONGITUDE,ELEVATION,NAME,TEMP,TEMP_ATTRIBUTES,DEWP,DEWP_ATTRIBUTES,SLP,SLP_ATTRIBUTES,STP,STP_ATTRIBUTES,VISIB,VISIB_ATTRIBUTES,WDSP,WDSP_ATTRIBUTES,MXSPD,GUST,MAX,MAX_ATTRIBUTES,MIN,MIN_ATTRIBUTES,PRCP,PRCP_ATTRIBUTES,SNDP,FRSHTT
72572024127,1/1/2020,40.7781,-111.9694,1287.8,"SALT LAKE CITY INTERNATIONAL AIRPORT, UT US",32.2,24,25,24,1017.5,20,870.5,24,8.7,24,7.2,24,17.1,22.9,37.9, ,27, ,0,G,1.2,11000
72572024127,1/2/2020,40.7781,-111.9694,1287.8,"SALT LAKE CITY INTERNATIONAL AIRPORT, UT US",36.2,24,28.4,24,1013.6,23,867.4,24,9.9,24,3.9,24,11.1,999.9,39.9, ,28.9, ,0.18,G,999.9,11000
72572024127,1/3/2020,40.7781,-111.9694,1287.8,"SALT LAKE CITY INTERNATIONAL AIRPORT, UT US",37.8,24,25.8,24,1024,24,877,24,10,24,5.7,24,9.9,999.9,46, ,33.1, ,0.01,G,999.9,0
72572024127,1/4/2020,40.7781,-111.9694,1287.8,"SALT LAKE CITY INTERNATIONAL AIRPORT, UT US",38.2,24,24.7,24,1025.7,24,878.5,24,10,24,8.6,24,15,17.1,46, ,34, ,0,G,999.9,0
72572024127,1/5/2020,40.7781,-111.9694,1287.8,"SALT LAKE CITY INTERNATIONAL AIRPORT, UT US",31.8,24,26,24,1028.5,24,880.2,24,9.7,24,3.5,24,8.9,999.9,46, ,26.1, ,0,G,999.9,1000
72572024127,1/6/2020,40.7781,-111.9694,1287.8,"SALT LAKE CITY INTERNATIONAL AIRPORT, UT US",35,24,24.8,24,1032.5,24,883.7,24,9.9,24,3.6,24,8,999.9,43, ,26.1, ,0,G,999.9,0
72572024127,1/7/2020,40.7781,-111.9694,1287.8,"SALT LAKE CITY INTERNATIONAL AIRPORT, UT US",39.1,24,19.9,24,1028.4,24,880.9,24,10,24,8.8,24,15.9,999.9,48.9, ,28.9, ,0,G,999.9,0
72572024127,1/8/2020,40.7781,-111.9694,1287.8,"SALT LAKE CITY INTERNATIONAL AIRPORT, UT US",37.5,24,25.5,24,1012,22,866.9,24,9.1,24,5.2,24,12,999.9,48.9, ,30.9, ,0,G,999.9,1000
72572024127,1/9/2020,40.7781,-111.9694,1287.8,"SALT LAKE CITY INTERNATIONAL AIRPORT, UT US",35.2,24,28.1,24,1010.8,24,865.7,24,9.6,24,5.2,24,9.9,999.9,42.1, ,32, ,0.08,G,999.9,1000
72572024127,1/10/2020,40.7781,-111.9694,1287.8,"SALT LAKE CITY INTERNATIONAL AIRPORT, UT US",30.2,24,20.3,24,1022.5,21,873.9,24,8.6,24,4.9,24,13,19,39.9, ,19.9, ,0.09,G,1.2,1000
72572024127,1/11/2020,40.7781,-111.9694,1287.8,"SALT LAKE CITY INTERNATIONAL AIRPORT, UT US",30.9,24,16,24,1019.2,22,871.2,24,9,24,7.3,24,15,17.1,37, ,19.9, ,0.01,G,1.2,101000
72572024127,1/12/2020,40.7781,-111.9694,1287.8,"SALT LAKE CITY INTERNATIONAL AIRPORT, UT US",31.6,24,28.8,24,1015.4,17,869.2,24,5.6,24,4,24,9.9,999.9,37, ,28, ,0.08,G,3.1,101000
