STATION,DATE,LATITUDE,LONGITUDE,ELEVATION,NAME,TEMP,TEMP_ATTRIBUTES,DEWP,DEWP_ATTRIBUTES,SLP,SLP_ATTRIBUTES,STP,STP_ATTRIBUTES,VISIB,VISIB_ATTRIBUTES,WDSP,WDSP_ATTRIBUTES,MXSPD,GUST,MAX,MAX_ATTRIBUTES,MIN,MIN_ATTRIBUTES,PRCP,PRCP_ATTRIBUTES,SNDP,FRSHTT
72572024127,1/1/1982,40.7781,-111.9694,1287.8,"SALT LAKE CITY INTERNATIONAL AIRPORT, UT US",35.4,24,27.7,24,1002,24,857.6,24,19.5,24,13.9,24,24.9,31.9,43, ,27, ,0.11,G,999.9,11010
72572024127,1/2/1982,40.7781,-111.9694,1287.8,"SALT LAKE CITY INTERNATIONAL AIRPORT, UT US",23.5,24,16,24,1004.7,24,858.6,24,15.7,24,7.5,24,15.9,999.9,43, ,18, ,0.11,G,0.8,1000
72572024127,1/3/1982,40.7781,-111.9694,1287.8,"SALT LAKE CITY INTERNATIONAL AIRPORT, UT US",22.4,24,14.3,24,1015.1,24,866.9,24,24.1,24,10.3,24,20,28.9,41, ,8.1, ,0.15,G,1.2,1000
72572024127,1/4/1982,40.7781,-111.9694,1287.8,"SALT LAKE CITY INTERNATIONAL AIRPORT, UT US",30.7,24,17.7,24,1015.4,24,868,24,22.2,24,24.3,24,35,48,35.1,*,28,*,0.09,G,3.1,1000
72572024127,1/5/1982,40.7781,-111.9694,1287.8,"SALT LAKE CITY INTERNATIONAL AIRPORT, UT US",36.7,24,27.1,24,1004.7,24,860.1,24,15.6,24,20.3,24,28,38.9,39,*,28, ,0,G,3.1,1000
72572024127,1/6/1982,40.7781,-111.9694,1287.8,"SALT LAKE CITY INTERNATIONAL AIRPORT, UT US",19.2,24,10.4,24,1017.8,24,869.5,24,15.6,24,9.6,24,22.9,26.8,39, ,3.9, ,0.12,G,2,1000
72572024127,1/7/1982,40.7781,-111.9694,1287.8,"SALT LAKE CITY INTERNATIONAL AIRPORT, UT US",8.1,24,-2,24,1039.2,24,885,24,20.6,24,5.8,24,11.1,999.9,24.1, ,1, ,0.1,G,2,0
72572024127,1/8/1982,40.7781,-111.9694,1287.8,"SALT LAKE CITY INTERNATIONAL AIRPORT, UT US",11.3,24,-0.1,24,1045.5,24,890.6,24,6,24,6.7,24,12,999.9,24.1,*,1, ,0,G,2,0
72572024127,1/9/1982,40.7781,-111.9694,1287.8,"SALT LAKE CITY INTERNATIONAL AIRPORT, UT US",15.4,24,4.9,24,1042.2,24,888.4,24,3.6,24,5.3,24,8.9,999.9,28,*,5, ,0,D,0.8,0
72572024127,1/10/1982,40.7781,-111.9694,1287.8,"SALT LAKE CITY INTERNATIONAL AIRPORT, UT US",17.9,24,10.4,24,1031.9,24,880.3,24,1.8,24,4.2,24,7,999.9,30,*,8.1, ,0,C,1.6,0
72572024127,1/11/1982,40.7781,-111.9694,1287.8,"SALT LAKE CITY INTERNATIONAL AIRPORT, UT US",19.4,24,13.8,24,1022.2,24,872.3,24,1.6,24,5,24,8,999.9,30.9, ,9, ,0,D,1.6,100000
72572024127,1/12/1982,40.7781,-111.9694,1287.8,"SALT LAKE CITY INTERNATIONAL AIRPORT, UT US",24.4,24,19.1,24,1019.1,24,870.3,24,1.6,24,5,24,8.9,999.9,30.9,*,12.9, ,0,G,1.6,101000
72572024127,1/13/1982,40.7781,-111.9694,1287.8,"SALT LAKE CITY INTERNATIONAL AIRPORT, UT US",29.7,24,23.1,24,1025.9,24,877.1,24,8.1,24,4.2,24,7,999.9,39.9,*,21.9, ,0.04,G,2,101000
