STATION,DATE,LATITUDE,LONGITUDE,ELEVATION,NAME,TEMP,TEMP_ATTRIBUTES,DEWP,DEWP_ATTRIBUTES,SLP,SLP_ATTRIBUTES,STP,STP_ATTRIBUTES,VISIB,VISIB_ATTRIBUTES,WDSP,WDSP_ATTRIBUTES,MXSPD,GUST,MAX,MAX_ATTRIBUTES,MIN,MIN_ATTRIBUTES,PRCP,PRCP_ATTRIBUTES,SNDP,FRSHTT
72572024127,1/1/1983,40.7781,-111.9694,1287.8,"SALT LAKE CITY INTERNATIONAL AIRPORT, UT US",19,24,10.4,24,1034.3,24,882.6,24,4.4,24,5.1,24,8,999.9,30,*,10.9, ,0,G,1.2,0
72572024127,1/2/1983,40.7781,-111.9694,1287.8,"SALT LAKE CITY INTERNATIONAL AIRPORT, UT US",18.7,24,11,24,1035.2,24,883.4,24,3.9,24,5,24,8,999.9,30.9, ,10.9, ,0,G,999.9,0
72572024127,1/3/1983,40.7781,-111.9694,1287.8,"SALT LAKE CITY INTERNATIONAL AIRPORT, UT US",21,24,16.1,24,1030.6,24,879.8,24,1.4,24,3.8,24,8,999.9,32, ,10.9, ,0,G,999.9,101000
72572024127,1/4/1983,40.7781,-111.9694,1287.8,"SALT LAKE CITY INTERNATIONAL AIRPORT, UT US",28.4,24,22.3,24,1026.9,24,877.6,24,1.9,24,3.4,24,7,999.9,36,*,14, ,0,G,999.9,100000
72572024127,1/5/1983,40.7781,-111.9694,1287.8,"SALT LAKE CITY INTERNATIONAL AIRPORT, UT US",36.5,24,28,24,1025.8,24,878,24,6.2,24,4.6,24,10.1,999.9,52,*,19.9, ,0,G,999.9,11000
72572024127,1/6/1983,40.7781,-111.9694,1287.8,"SALT LAKE CITY INTERNATIONAL AIRPORT, UT US",40.1,24,30.6,24,1022.5,24,875.9,24,18.8,24,5.7,24,11.1,999.9,52, ,27, ,0,G,999.9,0
72572024127,1/7/1983,40.7781,-111.9694,1287.8,"SALT LAKE CITY INTERNATIONAL AIRPORT, UT US",39.5,24,33.5,24,1023.2,24,876.6,24,22.2,24,4.5,24,8,999.9,53.1, ,30.9, ,0.16,G,999.9,10000
72572024127,1/8/1983,40.7781,-111.9694,1287.8,"SALT LAKE CITY INTERNATIONAL AIRPORT, UT US",42.5,24,34.6,24,1021.9,24,875.7,24,23.2,24,10.5,24,21,28,52,*,36, ,0,D,999.9,10000
72572024127,1/9/1983,40.7781,-111.9694,1287.8,"SALT LAKE CITY INTERNATIONAL AIRPORT, UT US",36.3,24,21.8,24,1023.3,24,876.4,24,33.1,24,10,24,30.1,999.9,53.1, ,32.9, ,0,G,999.9,0
72572024127,1/10/1983,40.7781,-111.9694,1287.8,"SALT LAKE CITY INTERNATIONAL AIRPORT, UT US",34.6,24,20.1,24,1027.3,24,879.3,24,32.7,24,8.5,24,14,999.9,46,*,28, ,0,G,999.9,0
72572024127,1/11/1983,40.7781,-111.9694,1287.8,"SALT LAKE CITY INTERNATIONAL AIRPORT, UT US",35.4,24,23,24,1032.3,24,883.8,24,27.3,24,5.9,24,11.1,999.9,48,*,26.1, ,0,G,999.9,0
