STATION,DATE,LATITUDE,LONGITUDE,ELEVATION,NAME,TEMP,TEMP_ATTRIBUTES,DEWP,DEWP_ATTRIBUTES,SLP,SLP_ATTRIBUTES,STP,STP_ATTRIBUTES,VISIB,VISIB_ATTRIBUTES,WDSP,WDSP_ATTRIBUTES,MXSPD,GUST,MAX,MAX_ATTRIBUTES,MIN,MIN_ATTRIBUTES,PRCP,PRCP_ATTRIBUTES,SNDP,FRSHTT
72572024127,1/1/2015,40.7781,-111.9694,1287.8,"SALT LAKE CITY INTERNATIONAL AIRPORT, UT US",13.6,24,4.3,24,1025.2,24,873.6,24,9.9,24,2.5,24,6,999.9,24.1, ,1, ,0,G,1.2,0
72572024127,1/2/2015,40.7781,-111.9694,1287.8,"SALT LAKE CITY INTERNATIONAL AIRPORT, UT US",17.6,24,8.2,24,1026.6,24,875.6,24,10,24,4.1,24,8.9,999.9,26.1, ,5, ,0,G,1.2,0
72572024127,1/3/2015,40.7781,-111.9694,1287.8,"SALT LAKE CITY INTERNATIONAL AIRPORT, UT US",22.9,24,12.9,24,1024.5,24,874.6,24,9.8,24,3,24,7,999.9,32, ,10.9, ,0,G,1.2,0
72572024127,1/4/2015,40.7781,-111.9694,1287.8,"SALT LAKE CITY INTERNATIONAL AIRPORT, UT US",26,24,17.6,24,1029.4,24,879.6,24,8.3,24,4.3,24,8.9,999.9,35.1, ,19.9, ,0,G,1.2,0
72572024127,1/5/2015,40.7781,-111.9694,1287.8,"SALT LAKE CITY INTERNATIONAL AIRPORT, UT US",33.4,24,25.5,24,1031.6,24,882.6,24,8.9,24,3.5,24,8.9,999.9,43, ,19.9, ,0,G,1.2,0
72572024127,1/6/2015,40.7781,-111.9694,1287.8,"SALT LAKE CITY INTERNATIONAL AIRPORT, UT US",36.7,24,29.7,24,1033.9,24,885.4,24,9.9,24,2.8,24,8,999.9,46.9, ,28.9, ,0,G,1.2,0
72572024127,1/7/2015,40.7781,-111.9694,1287.8,"SALT LAKE CITY INTERNATIONAL AIRPORT, UT US",35.1,24,29.4,24,1033.6,24,884.9,24,9,24,2.4,24,8,999.9,48, ,27, ,0,G,999.9,0
72572024127,1/8/2015,40.7781,-111.9694,1287.8,"SALT LAKE CITY INTERNATIONAL AIRPORT, UT US",33.8,24,29.3,24,1026.3,22,878.6,24,4.3,24,2.4,24,7,999.9,48, ,26.1, ,0,G,999.9,100000
72572024127,1/9/2015,40.7781,-111.9694,1287.8,"SALT LAKE CITY INTERNATIONAL AIRPORT, UT US",32.9,24,29.5,24,1022.8,21,875.2,24,2.6,24,2.9,24,7,999.9,46, ,26.1, ,0,G,999.9,100000
72572024127,1/10/2015,40.7781,-111.9694,1287.8,"SALT LAKE CITY INTERNATIONAL AIRPORT, UT US",31.1,24,28.7,24,1019,18,871.9,24,2.4,24,1.4,24,4.1,999.9,44.1, ,25, ,0,G,999.9,110000
