STATION,DATE,LATITUDE,LONGITUDE,ELEVATION,NAME,TEMP,TEMP_ATTRIBUTES,DEWP,DEWP_ATTRIBUTES,SLP,SLP_ATTRIBUTES,STP,STP_ATTRIBUTES,VISIB,VISIB_ATTRIBUTES,WDSP,WDSP_ATTRIBUTES,MXSPD,GUST,MAX,MAX_ATTRIBUTES,MIN,MIN_ATTRIBUTES,PRCP,PRCP_ATTRIBUTES,SNDP,FRSHTT
72572024127,1/1/2013,40.7781,-111.9694,1287.8,"SALT LAKE CITY INTERNATIONAL AIRPORT, UT US",20,24,14,24,1031.3,17,879.4,24,7.7,24,3.4,24,6,999.9,27, ,15.1, ,0.01,G,3.1,11000
72572024127,1/2/2013,40.7781,-111.9694,1287.8,"SALT LAKE CITY INTERNATIONAL AIRPORT, UT US",16.9,24,11.2,24,1034.1,16,882.3,24,6.7,24,5.3,24,9.9,999.9,27, ,10, ,0,G,3.1,11000
72572024127,1/3/2013,40.7781,-111.9694,1287.8,"SALT LAKE CITY INTERNATIONAL AIRPORT, UT US",14.1,24,8.3,24,1036,21,883.2,24,7.7,24,5.7,24,9.9,999.9,24.1, ,7, ,0,G,3.1,1000
72572024127,1/4/2013,40.7781,-111.9694,1287.8,"SALT LAKE CITY INTERNATIONAL AIRPORT, UT US",11.8,24,6.5,24,1035.9,22,882.8,24,6.2,24,4.2,24,8.9,999.9,21.9, ,7, ,0.01,G,3.1,1000
72572024127,1/5/2013,40.7781,-111.9694,1287.8,"SALT LAKE CITY INTERNATIONAL AIRPORT, UT US",11,24,5.7,24,1036.4,22,883.1,24,5.6,24,4.5,24,8.9,999.9,19.9, ,6.1, ,0,G,3.1,0
72572024127,1/6/2013,40.7781,-111.9694,1287.8,"SALT LAKE CITY INTERNATIONAL AIRPORT, UT US",11.8,24,7.3,24,1030.1,21,877.8,24,3.8,24,2.7,24,8,999.9,19.9, ,3.9, ,0,G,3.1,0
72572024127,1/7/2013,40.7781,-111.9694,1287.8,"SALT LAKE CITY INTERNATIONAL AIRPORT, UT US",14.5,24,10.3,24,1026.8,16,875.3,24,3,24,4,24,13,999.9,23, ,3.9, ,0,G,3.1,1000
72572024127,1/8/2013,40.7781,-111.9694,1287.8,"SALT LAKE CITY INTERNATIONAL AIRPORT, UT US",24.4,24,18,24,1027.4,24,877.2,24,3.9,24,2.7,24,6,999.9,32, ,10, ,0,G,3.1,0
72572024127,1/9/2013,40.7781,-111.9694,1287.8,"SALT LAKE CITY INTERNATIONAL AIRPORT, UT US",27.7,24,21.9,24,1027,21,878.8,24,5.4,24,3.9,24,7,999.9,39, ,17.1, ,0,G,2,0
72572024127,1/10/2013,40.7781,-111.9694,1287.8,"SALT LAKE CITY INTERNATIONAL AIRPORT, UT US",36.3,24,24,24,1007,22,861.5,23,8,24,14.6,24,26,34,48.9, ,17.1, ,0,G,1.2,101000
72572024127,1/11/2013,40.7781,-111.9694,1287.8,"SALT LAKE CITY INTERNATIONAL AIRPORT, UT US",23.9,24,19.1,24,1006.7,13,861.4,22,3.3,24,9.7,24,20,27,30.2,*,21.9,*,0.3,G,7.1,101000
72572024127,1/12/2013,40.7781,-111.9694,1287.8,"SALT LAKE CITY INTERNATIONAL AIRPORT, UT US",17.9,24,12.7,24,1019.2,14,869.7,24,5.4,24,7.3,24,13,999.9,24.1, ,10.9, ,0.06,G,7.1,1000
72572024127,1/13/2013,40.7781,-111.9694,1287.8,"SALT LAKE CITY INTERNATIONAL AIRPORT, UT US",8.5,24,2.7,24,1025.5,24,873.4,24,9.5,24,3.1,24,8,999.9,19.9, ,0, ,0.06,G,7.1,0
72572024127,1/14/2013,40.7781,-111.9694,1287.8,"SALT LAKE CITY INTERNATIONAL AIRPORT, UT US",5.1,24,-0.2,24,1031.6,22,877.7,24,9,24,3.5,24,8.9,999.9,15.1, ,-2, ,0,G,5.9,11000
72572024127,1/15/2013,40.7781,-111.9694,1287.8,"SALT LAKE CITY INTERNATIONAL AIRPORT, UT US",13.6,24,4.4,24,1037.2,24,883.7,24,9.7,24,5.3,24,8.9,999.9,21,*,10.9,*,0,G,5.9,1000
72572024127,1/16/2013,40.7781,-111.9694,1287.8,"SALT LAKE CITY INTERNATIONAL AIRPORT, UT US",20.1,24,11.4,24,1041.4,22,888.6,24,9.7,24,3.9,24,6,999.9,26.1,*,18,*,0,G,3.9,0
72572024127,1/17/2013,40.7781,-111.9694,1287.8,"SALT LAKE CITY INTERNATIONAL AIRPORT, UT US",13.3,24,8.4,24,1041.6,22,888.4,24,5.5,24,2.5,24,7,999.9,27, ,1.9, ,0,G,3.9,0
